title,doc
アマミノクロウサギ,最も原始的なウサギで、天然記念物に指定される。耳は小さく、足も短い。つめは強力で、時にはげしい闘争をする。毛はあらい。夕暮れに、かん高い警戒音（けいかいおん）を出しながら活動を始める。岩石のあいだや土中に巣穴をつくり、巣から離れた見晴らしのいい場所にため糞（ふん）をする。絶滅が危惧（きぐ）されている。環境省のレッドリストの絶滅危惧ⅠB類に指定されている。
アマツバメ,ハリオアマツバメに似ているが、腰がくっきりと白く、スマートである。ツバメ類とは、腹が黒いことで区別できる。翼が長く、三日月形である。高山や海岸のがけ地にすむ。岩のすきまに巣をつくる。繁殖期でも、群れていることが多く、数十羽がひとかたまりになって、ジュリジュリと鳴きながら、えさの昆虫を求めて飛び回ることがある。
アマサギ,コサギに似ているが、くちばしが黄色い。チュウサギは、冬羽になるとくちばしが黄色になるが、先が黒い。アマサギの夏羽は、頭や背、首がオレンジ色になる。写真は冬羽。水辺のほか、乾燥した草原や牧場にも姿を現し、バッタやカエルをさがす。魚が主食のシラサギ類より、くちばしが短い。コサギやゴイサギなどといっしょに、林や竹林で集団繁殖する。
ガラパゴスゾウガメ,12亜種（あしゅ）がおり、こうらの形から乾燥した平地にすむ小型の「くら形」と湿気の多い高地にすむ大型の「ドーム形」、その中間型に大別される。島ごとに亜種がいることからダーウィンは「進化論」のヒントを得た。草食性で人に猛毒な植物でも食べる。繁殖期のオスはよく争う。1～28個の卵を産む。絶滅が心配され保護されている。
ガラパゴスオットセイ,アシカ科の中で最も小さい。ひたいは平らで鼻づらは短く、眼が大きい。岩かげや洞穴、浅い水たまりで昼寝をする。体温が上がると海に入って体を冷やす。オスは波打ちぎわになわばりをつくり、メスは出産1週間後から交尾をする。
ガボンアダー,森林にすむ。体は太く、頭部は大きな三角形。5センチメートルもある長い毒牙をもつ。性質はおとなしく、よほどのことがないと攻撃してこないが、興奮すると噴気音を出して威嚇（いかく）し、攻撃を始めるとすばやい。複雑な斑紋は、落ち葉の上で保護色になる。小型哺乳類や鳥、カエルなどを食べる。胎生（たいせい）で12～60頭を産む。
ガチョウ,約5000年前に、エジプトでハイイロガンをもとにつくりだされた。またサカツラガンをもとに約4000年前に中国でつくりだされたシナガチョウもある。警戒心（けいかいしん）が強く、ヨーロッパの農家などでは番犬がわりにされたこともあった。現在は肉用のほか、フランス料理の高級食材として人気の高い、フォアグラ（肝臓）をとるための特別な飼育が行なわれている。
ゴールデンライオンタマリン,マーモセットの中では最大。小鳥のようにチュウ、チュウと鳴く。1頭のメスが、複数のオスと交尾をする。育児はおもにオスがする。小群でくらし、交尾できなかったオスたちも、群れの中の他人の子の世話をする。果実や花、昆虫、カエルなどを食べる。絶滅が危惧（きぐ）されている。
ゴールデンハムスター,乾燥地帯に巣穴を掘る。食物をほお袋につめこみ、地下の貯蔵室に運び、器用な前足でほお袋からしぼり出す。おもに植物食だが、昆虫なども食べる。交尾後14日目に8～10頭の子を産む。現在ペットとなっているものは、シリア産のものを実験動物化したもの。
ジンメンカメムシ,逆さまにして見ると人の顔そっくりなカメムシだ。ちょんまげを結ったお相撲さんの顔にも見える。模様は個体変異（へんい）があり、笑った顔に見えるものや、ゆううつそうに見えるものなどさまざまだ。この模様に意味があるかどうかはわからないが、とてもよく目立つ色と模様だ。学名は悪魔の顔という意味。アジアの熱帯地方にすみ、群棲することもある。
ジンベエザメ,サンゴやカニの産卵期に回遊してくる世界最大のサメ。性格はいたっておとなしい。本種にはたいていコバンザメがつく。あまり眼がよくないためコバンザメがさわぐと、それを合図に口をあけてえさをとる。オーストラリア・エクスマス海域でのウォッチングツアーは有名。
ジョンストンカメレオン,"標高1,700～200メートルの山地のやぶや開けた林の樹上にすむ。木の根元の近くでも活動する。頭に3本のつのがあり、オスはなわばり争いに使う。メスにつのはなく、体も小さい。後頭部の後頭葉や背中のとげ状のうろこはない。昆虫を食べる。一度に12～16個の卵を産み、温度にもよるが、ふ化には150日以上かかる。"
ジョロウグモ,漢字では「女郎蜘蛛」。秋に成体になる。樹木の枝の間などに馬蹄形（ばていけい）の円網（まるあみ）を張る。主網の前後に糸をひいて3重の網からなっている。成体になるとオスは網を張らずにメスがつくった網を訪れる。ときには10匹ちかくが同居することもある。オスはメスに比べると小さく、時には食べられてしまうこともあるので、交尾はメスの脱皮直後やえさを食べているときに行なわれる。メスの背中側の網糸に食べかすをつけることがある。
ジョウビタキ,オス（写真）は頭が白く、顔が黒、胸から腹はオレンジ色。メスは頭、胸がかっ色で腹はオレンジ色。オス・メスともに翼に白い模様が目立つ。足は長い。草原や農耕地、市街地などの開けた環境にすむ。電線や枝の先、くいの上など、見通しのよいところでヒッヒッとよく鳴く。冬には、オスもメスもそれぞれがなわばりをつくる。木の実をおもに食べる。
ゴンズイ,ゴンズイは集団で行動する習性がある。群れは帯になったりゴンズイ玉とよばれるように、だんご状になって移動する。成魚は夜行性で夜になると散開し、ホンダワラなどの海藻に隠れて小魚をまちぶせする。第1背びれと胸びれに毒とげがある。
アンコウ,ふだんは深海にすんでいるが、冬は浅いところにも姿を見せる。キアンコウに似ているが、口内に白色斑があるのが本種。どちらもあんこう鍋の材料となるが、味はキアンコウのほうがおいしいという。付属物がついた背びれの第1棘は、小魚をおびきよせるのに使う。
アルダブラゾウガメ,ガラパゴスゾウガメの次に大きなリクガメ。同じゾウガメの名があるが近縁ではなく、本種には項甲板がある。鼻孔は縦に長く、ほかのリクガメと異なる。やぶ地のほか、湿地にも入る。おもに植物を食べるが、動物を圧死させて食べることもある。一度に9～25個の卵を産む。113年生きたという記録がある。
アライグマ,木登りや水泳がじょうず。歩くときには、腰が背よりも高い位置にくる。夜行性。カニ、ザリガニ、魚、カエル、果実、昆虫などなんでも食べる。飼育下では物を洗って食べるが、これは狩りの疑似行動で、野生ではやらない。4月～6月に3～4頭の子を出産する。日本にも移入し、野生化している。
アユ,堰堤（せきてい）・ダムの構築や河川のよごれなどで海産アユは減少。そのため琵琶湖や九州の池田湖などから稚アユが放流されている。アユはコケを食べて急速に大きくなり、秋には産卵して生涯を終える。
オーストラリアワニ,おもに淡水の河川や湖沼にすむ。沿岸部にすむイリエワニよりも、上流まで分布している。水かきは後肢にのみある。帰巣本能が強く、自分のくらす水たまりを正確に覚えている。歩く能力に優れ、短い距離なら跳躍もできる。卵は川岸に掘った巣穴にうめ、卵の中で幼体が鳴き出すと、メス親とそれ以外のメスが協力して掘り出し、ふ化を助ける。乾期には夏眠をする。
オーストラリアアシカ,体色は、オスは黒かっ色、メスは銀灰色で顔全体が白っぽく、かわいらしい顔つきをしている。オスはメスの口に口を近づけにおいをかぐが、発情の有無や仲間どうしの確認のためという。ハーレムは小規模。生息数は少なく2000～3000頭。魚やイカ、ペンギンなどを食べる。
オンブバッタ,緑色のものから茶色のものまで色彩に変異（へんい）が大きい。畑や道ばたの草地にごく普通に見られるバッタで、オスはメスよりずっと小さい。オスはメスの上にのっていることが多く、これがオンブバッタの名前の由来だ。ススキなどは好まず、キャベツ、ヨモギなど葉の広い植物を食べる。
オリックス,オス、メスともに1メートル以上のサーベルのようなつのがある。20頭ほどの群れで生活し、ハーレムを形成する。順位決めをする際にたたかうことはなく、群れのメンバーが円をえがいて走ったり、歩いたりしながらつのをぶつけ合う「トーナメント」とよばれる儀式を行なって決める。
オランウータン,ゴリラについで、類人猿の中で2番目に大きい。成獣のオスの声は大きく、それぞれが独特なので、離れていてもだれの声なのかがわかり、お互いを認め合っている。単独で生活していながらも、数頭のオスを中心とした、おとなりさんのような関係の社会があるようだ。絶滅が危惧（きぐ）されている。
アメーバ,単細胞生物とは1つの細胞で1つの完全な生き物であるもののことだ。単細胞生物のことを原生生物ともいう。細胞には核が1つだけあるのが普通だが、アメーバやゾウリムシの仲間では、核を2つ以上持つものもたくさん知られている。この写真では、ヒトの手のひらのような形だが、常に形を変える。体の一部を伸ばし、液体が流れるように移動する。伸びた部分を仮足（かそく）という。葉緑素を持たず、仮足でえさを取り囲んで食べる。細胞分裂によって増えるだけでなく、種類によっては、他の個体と遺伝子を交換する有性生殖（ゆうせいせいしょく）も行なう。ゾウリムシなど多くの単細胞生物では細胞分裂を何回も繰り返すと遺伝子がいたんで老化するので、有性生殖をすることによって若返りをはかっている。有性生殖しない種類では、細胞分裂を繰り返しても老化がおこらないらしい。どのようになっているか不思議である。写真のアメーバの属や科は不明。
アメンボ,アメンボには10種以上のよく似た種（しゅ）があり同定がむずかしい。写真はエゾコセアカアメンボと思われる。水面を泳いでいると、まるで4本足のように見える。前足は鎌（かま）のようになっていて、水に落ちた虫を押さえやすくなっている。するどい口をもち、とらえた昆虫の体液を吸う。中足と後ろ足には細かい毛があって水をはじき、表面張力で水に浮くことができる。足を動かしてすいすいと水面をすべるように泳ぐ。
アメリカミンク,野生ではこげ茶色だが、毛皮用にさまざまな色のものが養殖されている。逃げて野生化したものも多く、ヨーロッパではヨーロッパミンクへの悪影響が心配されている。日本でもイタチを駆逐し北海道で分布を広げている。水辺を好み、泳ぎがじょうず。夜行性。
アメリカマナティー,よく似ているジュゴンの尾びれはクジラ型だが、マナティーは扇形。いずれも人魚にまちがわれ、親しまれていたが、密猟や赤潮の被害により激減した。現在フロリダ半島には、推定1000頭ほどが生息している。夏は海に、冬は発電所の温水の流れる川や湧水の出る湖沼に集まる。水中で授乳し、4～5分間隔で空気を吸いに水面に浮上する。
アメリカビーバー,後ろ足に水かきがある。尾はげっ歯類最大で、丸くて平たく、泳ぐときのひれとなる。危険がせまると水面を尾でたたき、音を立てる。毛は防水性で、下毛が厚く柔らかい。泳ぎともぐりが得意で15分ほどももぐる。ダムをつくり、水中から出入りできる巣を水辺につくる。
アメリカドクトカゲ,砂漠や低木林にすむ。ビーズのようなうろこにおおわれ、うすいピンク色に黒い帯が入る体色は、メキシコドクトカゲよりも目立つ。尾は短い。ドクトカゲHeloderma属は下あごの奥の毒腺から強い神経毒を出す。毒はえさのためではなく、身を守るために使う。飲酒をしていなければ人がかまれても死ぬことは少ない。7～8月に平均5個を産卵する。
アメリカザリガニ,1930年に食用ガエル＝ウシガエルのえさとして、アメリカから神奈川県鎌倉市へ移入されたのが最初。その後、日本中に広がった。成長するまでは、濃褐色だが、成熟すると赤色に変わる。戦中～戦後の食料難の時代にはつかまえて食べた人も多かったが、寄生虫の中間宿主（ちゅうかんしゅくしゅ）となるので、注意が必要だ。生命力が強く、成長も早い。
アメリカアリゲーター,湿原にすむ。まれに家畜をおそうこともあるが、性質はおとなしく、成体は大型魚類やヌートリアなどの哺乳類、水鳥などを食べる。大きな声でほえる。乾期は大きな穴を掘って水をため、そこですごす。北部にすむものは横穴を掘ってその中で冬眠する。6～8月に巣をつくり、45個ほどを産卵する。親は1年以上も幼体を守る。
アミメニシキヘビ,熱帯雨林の水辺にすみ、人家のまわりでも見られる。世界最長のヘビで10メートルという記録もある。ほかのニシキヘビより細長く、あみ目状の模様がある。吻端板（ふんたんばん）と左右各4枚の上唇板にピットがある。木にもよく登る。鳥や哺乳類を食べる。14～103個を産卵し、母親はふ化するまでの55～80日間、卵の上でとぐろを巻いて守る。
ゴリアテガエル,"熱帯雨林の山地にすみ、渓流から離れることはない。名前はギリシャ神話の巨人にちなみ、その名のとおり世界最大のカエルである。体長340ミリメートル、体重3,300グラムの記録もある。ただし幼生は50ミリメートルほど、変態直後の亜成体も14ミリメートルほどしかない。後肢には水かきが発達する。カエルや甲殻類、昆虫などを食べる。6月頃繁殖する。"
ゴマダラカミキリ,都会や住宅地でも見られる大型のカミキリムシ。初夏、とくに多く、どこででも見られる昆虫としてはりっぱな甲虫なので、むかし、昆虫好きの少年だった人にはなつかしいカミキリムシだ。ミカンやバラなどの庭木の木の皮をかじったりすることもある。カミキリムシの仲間はどれもオスの触角はメスより長い。
カワラヒワ,飛ぶと、翼と尾に黄色い模様が出る。頭から背面、胸、腹はオリーブ色がかったかっ色。くちばしは太く、ピンク色。メスは、オスより色がうすい。平地から低山の林、市街地などにすむ。都会の街路樹などにも、巣をつくることがある。ひなには昆虫の幼虫などを与えるが、草の種子、マツやスギの種子などを食べる。冬には、群れることが多い。
カワラバッタ,後ろ羽は水色で、飛んでいるとよく目立つが、石の上にとまるとみごとな保護色となり、見失うことが多い。石のごろごろした中流域の河原にのみ見られる。ごく普通のバッタであったが、河原が整備されることにより、生息に適した環境が少なくなり、各地で減少傾向にある。
カワヤツメ,口は吸盤で、えらあなは7対ある。アンモシーテスは泥から出て変態し、その冬を川ですごしてから雪どけ水の増水時に降海する。2～3年海でほかの魚の血を吸って成長するといわれている。成魚となる夏頃、海から川へ遡上（そじょう）してくる。産卵は翌年雪どけ水がおさまった頃で、産卵後は死亡する。環境省のレッドリストの絶滅危惧Ⅱ類に指定されている。
カワハギ,温帯域の砂泥底では逆立ちの姿勢で口から水を噴き出しながら砂を掘ってえさをさがしている姿をよく見かける。オスの背びれ軟条は糸状に伸びる。体色には変異（へんい）が多い。釣り人には餌とり名人の名でよばれるようにおちょぼ口でえさを失敬するのがうまい。
カワトンボ,林のある小川の近くに見られるトンボで、川面（かわも）をひらひらとゆっくり優雅に飛ぶ。羽の色に透明なもの、オレンジ色がかったものなど、いろいろな型があり、地域による変異（へんい）も大きく、日本の西部に見られるものをニシカワトンボ、東部に見られるものをヒガシカワトンボとよんだりする。羽を閉じてとまる。よく似た種（しゅ）にミヤマカワトンボがある。
カワセミ,くちばしが長く、するどい。頭が大きく、尾が短い独特の体型である。背は青、翼の上の面は緑、腹はオレンジ色、のどと腹のわきが白で、きれいな鳥である。川や湖、海岸、公園の池などにすむ。枝の上やホバリングで小魚を見つけ、ダイビングしてとらえる。川の土手などの土に穴を掘って巣をつくるが、水から離れたところにもつくる。
カワゲラ,幼虫は渓流にすんでいて、石の上などを歩き回って、植物質を食べる。幼虫はザザムシとよばれ、食用にする地域もある。種（しゅ）によって好む水質が異なるので、川の汚染度をはかる指標として使われることもある。成虫は谷川の近くに多い。トンボと同じようにさなぎの期間をもたずに、不完全変態で成長する。
カワガラス,全身が黒かっ色またはチョコレート色。足は銀色である。尾を上に上げた姿勢は、ミソサザイに似ているが、体の大きさが2倍以上ちがう。谷川や山地の湖にすむ。川や湖の底を歩きながら、トビケラ類（水生昆虫） などをさがして食べる。また水面を泳ぎながら、顔を水の中にいれ、えさをさがすこともある。水中では、体が銀色に見える。
カワウ,ウ類は体が黒く、独特の体型をしている。しかし、ウ類どうしはよく似ていて、とくにウミウとの区別がむずかしい。顔の白い部分に丸みがあるのが、カワウである。繁殖期は長く、一年中といっていいほどだ。おそらく、えさの魚が一年中豊富にあるからだろう。カワウは、おもに木の上に集団で巣をつくる。上野公園の不忍の池で繁殖しているのは、カワウである。
オヤビッチャ,温帯域からサンゴ礁まで生息域の広い魚で世界的にも広い範囲で見られる。幼魚はタイドプールなどにも多い。大きな群れをつくり集団で産卵し、卵を守る。ロクセンスズメダイに似るが、尾びれ両葉の黒帯がなく、背中のほうが黄色みを帯びる。
オニヤンマ,日本最大のトンボで、幼虫はおもに泥の多い、水のきれいな小さな流れに生息する。オスの成虫は渓流や道の上を行ったりきたりしてパトロールする。メスの現われるのを待っているのだ。羽化は6月下旬の早朝に行なわれる。産卵は浅い流れの水底の泥に産卵管を差しこむように、体を垂直に打ちつけて行なう。
オニヒトデ,アカヒトデ目はえさを飲みこむのではなく、逆に胃を反転させて口から外に出してえさに押しつけて消化する。つまり自分よりずっと大きいものを食べることができる。オニヒトデはこのようにして造礁サンゴ（サンゴ礁をつくるサンゴ）、なかでも特にミドリイシ類を食べる。オニヒトデが大発生するとサンゴ礁が壊滅状態になるので、ダイバーが採集して駆除するが、とげの毒性が強いため取扱いがやっかいである。体をバラバラにしても再生する。ホラガイが天敵（てんてき）といわれているが、実はオニヒトデよりアオヒトデを好むことが分かっている。
オニカサゴ,岩や海藻に体色が似ている。擬態（ぎたい）に自信があるのか、さわるまで逃げないくらいである。サンゴ礁域にもいるが、サンゴ礁に生息するものは写真の温帯域のタイプとやや異なる変異型（へんいがた）が多い。よく似たウルマカサゴは近年になって別種とされた。
オニオコゼ,おいしい魚だが、背びれのとげには猛毒があるので、扱いには十分な注意が必要である。海藻に隠れたり、砂にもぐったりしていることが多いので発見しにくい。黒、黄、赤色みの強い個体など色彩変異（へんい）が多い。
オニイトマキエイ,プランクトンを主食とするおとなしいエイで、別名マンタとよばれダイバーに人気がある。サンゴ礁の水道や水路とよばれるところに出没するので、通過するのを待ってウオッチングできる。ホバリングするクリーニングポイントではなおゆっくり観察できる。
オナガクロムクドリモドキ,オスは長い尾をもち、全身が金属光沢のある紺色である。眼は金色（きんいろ）。メスは茶かっ色で、尾はオスより短く、眼はよごれたような白色でオスと異なる。もともとの生息環境は湿地だが、都市や農耕地などにもすむ。都市の公園などを集団ねぐらにすることがある。地上で、昆虫やトカゲ、水辺でカエル、魚などもとる。ほかの鳥の巣から卵やひなをとることもある。またカラス類のようにゴミにも集まる。
オナガガモ,細長い感じのするカモ。オス（写真）の頭は黒かっ色。白い首が目立つ。尾が長いのでまちがえることはない。メスも、ほかのカモ類のメスより尾が長く感じる。数の多いカモで、都市の公園の池にもすむ。昼間は休んでいることが多いが、公園などでは人々からえさをもらうことも多く、活発に活動する。その場合でも、夕方から飛び立ち、えさをとりに行く。
オナガ,頭が黒く、翼と長い尾は水色。背と腹は灰色である。長い尾や体の色などから、まちがえる種類はいない。エナガは種名が似ているが、体がずっと小さい。平地や丘陵の雑木林、市街地などにすみ、群れで生活している。雑食性で、昆虫や木の実などをよく食べる。水辺で魚をとることや、庭のえさ台でパンなどを食べることもある。
オトシブミ,ナミオトシブミともいう。初夏にクリ、クヌギ、ハンノキ、シラカバなどの葉を巻いて、中に卵を産みつける。この卵の入った葉の筒を揺籃（ようらん）とよぶ。揺籃は切り落とすこともあれば、切り落とさないこともある。卵からかえった幼虫は中で葉を食べてさなぎになる。揺籃の形が、むかしの落とし文の形に似ているところからついた名である。
オツネントンボ,オツネンとは越年の意味だ。秋や早春に雑木林でイトトンボに出会ってびっくりすることがあるが、これがオツネントンボである。きゃしゃなトンボなのに、その生命力は強く、10カ月近く生き、成虫で越冬する。8月頃池で羽化した成虫は林に移動して冬をこし、春に産卵する。ホソミオツネントンボも同じような生活をする。
オットンガエル,おもに山地の森林にすむ。普通カエルの前肢の指は4本だが、オットンガエルは5本ある。5本目の指は親指に当たり、内部のするどいとげ状の骨が飛び出すため、うっかりつかむと手を切ることがある。サワガニや昆虫、カタツムリなどを食べる。5～8月、水辺の砂を掘って巣をつくり、卵を産む。雨期に「オットン」と鳴く。環境省のレッドリストの絶滅危惧ⅠB類に指定されている。
オジサン,サンゴ礁の砂場やガレ場に生息する。体側に不明瞭だが約5本の横帯があるので英名はfivebarred goatfishとかmultibarred goatfishなどとよばれている。和名の由来ははっきりしないが、どこかのおじさんの顔に似ているのかもしれない。
オシドリ,オス、メスとも、ほかのカモ類には似てない。オスには、オレンジ色のかざり羽（いちょう羽）がある。メスはくちばしが黒く、眼の後ろに白い模様がある。シイやカシ、ナラなどのどんぐりを食べる。巣は、木の幹にあいた穴など。韓国では、大型のキツツキであるキタタキの古巣で繁殖していた。冬には、木でおおわれる暗い池などにすむことが多い。
オサガメ,おもに外洋にすみ、繁殖期に沿岸部に集まるらしい。時速35キロメートルのスピードで、かなり長距離を回遊する。現生のカメ類で最大の種（しゅ）。成体はなめらかな革質の皮ふにおおわれ、7本のキールがある。幼体には細かい多角形のうろこがある。肉食でクラゲや魚、貝などを食べる。熱帯や亜熱帯で産卵する。一度に産む卵は50～170個。
オグロプレーリードッグ,敵が近づくと犬のように鳴き危険を知らせるので「プレーリードッグ＝草原の犬」という名がついた。各家族はオス1頭にメス1～4頭とその子からなる。タウンをつくり、数千頭もの集団になることもある。土を出入口にもり上げるが、雨水の侵入を防ぎ、見張台にもなる。
オグロヌー,普通は10頭から数百頭の群れでくらし、ガゼル、インパラ、シマウマなどの群れとともにいることも多い。繁殖期である乾期には数十万頭の大群となり、季節移動をする。この大集団はオオカミの群れなどとはちがい、個体どうしのきずなも社会的な構造もほとんどない。
オグロジャックウサギ,集団で生活することが多く、草、野菜、穀類、樹木の小枝の皮を食べる。耳で危険を察知し、逃げ足が速い。大きな耳には放熱器官としての役割もあり、外気温と血液の循環量によって体温を調節する。足が長く、走行能力が高い。夜行性で、日中は日陰で休む。
オグロキヌバネドリ,キヌバネドリ類は、アフリカ、アジア、中央・南アメリカの熱帯林にすむ40種からなるグループである。いずれも羽毛が柔らかいことから、絹のような羽の鳥と名づけられた。オグロキヌバネドリは、中央アメリカから南アメリカの低地の熱帯雨林に広くすむ。えさは、ほとんどが果実と昆虫などである。枝にとまるときは、垂直に近い姿勢。力強い羽ばたきのわりに、飛翔力は弱い。
オキナワキノボリトカゲ,日本に分布する唯一のアガマ科のトカゲであるリュウキュウキノボリトカゲの基亜種。山地から平地の日かげを好む。樹上でくらすが地上にもおりる。体色は幼体はかっ色、成体はオスがあざやかな緑色、メスはくすんだ緑色。昆虫を食べる。オスののどに黄色の皮膜のかざりがあり、求愛や威嚇（いかく）のときにふくらませる。環境省のレッドリストの絶滅危惧Ⅱ類に指定されている。
アポロチョウ,アポロとは太陽神のことである。このチョウの後ろ羽に赤くて丸い美しい斑紋があるところから名づけられたものだ。太陽が照りつけているときだけ活動する。山地の乾燥した草原にすみ、優雅に、しかし力強く飛翔する。日本のウスバシロチョウやウスバキチョウと同じパルナシウス属のチョウである。
アブラゼミ,全国の公園や街路樹などで最も普通に見られるセミ。ナシなどを栽培する果樹園にも多い。ジリジリジリといかにも暑そうな声で午前中と夕方によく鳴く。枯れ枝や幹に産まれた卵は、翌年の夏にかえり、地中に入って、根から汁を吸って成長する。成虫になるのに丸6年間かかる。
