title,doc
あきさめ【秋雨】,秋にふる雨。秋(しゅう）りんともいう。長雨となりやすく，低温(ていおん）をともないやすい。秋雨(あきさめ）前線が日本付近(ふきん）に停滞(ていたい）するためにふる。
あきのななくさ【秋の七草】,秋の代表的(だいひょうてき）な7種(しゅ）の美しい野草。『万葉集(まんようしゅう）』の山上憶良(やまのうえのおくら）の歌に「萩(はぎ）の花，尾花(おばな），葛花(くずばな），瞿麦(なでしこ）の花，女郎花(おみなえし），また藤袴(ふじばかま）。朝貌(あさがお）の花」とある。萩(はぎ）はハギ，尾花(おばな）はススキ，葛(くず）はクズ，瞿麦(なでしこ）はナデシコ，女郎花(おみなえし）はオミナエシ，藤袴(ふじばかま）はフジバカマで，朝貌(あさがお）は諸説(しょせつ）あるがキキョウが有力。春(はる）の七草(ななくさ）
アキレスけん【アキレス腱】,足首の後ろにある太いけん。ふくらはぎの筋肉(きんにく）を，かかとの骨(ほね）に接続(せつぞく）させているもの。はげしい運動によって切れることがあり，歩行できなくなる。◇名は，かかとを射(い）られて死んだギリシャ伝説(でんせつ）の英雄(えいゆう）アキレウスにちなんだもの。
アグラ,インド北部，ジャムナ川河畔(かはん）にある都市。16世紀初頭(せいきしょとう）から17世紀(せいき）半ばまでムガル帝国(ていこく）の首都で，タージ＝マハルなど壮麗(そうれい）な建造(けんぞう）物が数多くつくられた。現在(げんざい）は農産(のうさん）物の集散(しゅうさん）地で，大理石細工や綿織物(めんおりもの）業がさかん。人口：126万。
アコーディオン,蛇腹状(じゃばらじょう）の胴(どう）がふいごになり，これを手で引いたり，おしたりしてリードに風を通して音を出す楽器(がっき）。手風琴(てふうきん）ともいう。1822年ドイツのブッシュマンが発明した。◇似(に）た楽器(がっき）にバンドネオンがある。
アサ【〈麻〉】,アマ・チョマ・タイマ・マニラアサ・サイザルアサ・コウマなど，繊維(せんい）を利用(りよう）する植物の総称(そうしょう）。人類(じんるい）が最初(さいしょ）に織物(おりもの）として利用(りよう）した植物はアサといわれ，『古事記(こじき）』『万葉集(まんようしゅう）』などにでてくるアサはタイマが多い。現在(げんざい）でも狭義(きょうぎ）にはタイマをさす。タイマ
アサガオ【〈朝顔〉】,鉢(はち）や庭に植えられるつる性(せい）の春まき一年草。園芸(えんげい）上大輪(たいりん）アサガオと変化(へんか）アサガオに大別(たいべつ）される。大輪(たいりん）アサガオは大鉢(おおばち）に植えて，きりこみ・あんどん・らせん・盆栽(ぼんさい）づくりなどにして楽しむ。花の色は青・白・紫(むらさき）・赤・ねずみ色などさまざまで，ふく輪(りん）・しぼり・しま模様(もよう）になるものもある。大きなものは花の直径(ちょっけい）25cmに達(たっ）することもある。変化(へんか）アサガオは花が奇形(きけい）化するもので，獅子(しし）ざき・ききょうざき・菜(さい）ざき・台ざきなどがあり，葉も蓮葉(はすば）・柳葉(やなぎば）などかわった形となる。花期：7〜10月。自生地：熱帯(ねったい）・亜熱帯(あねったい）。（被子植物(ひししょくぶつ） ナス目(もく） ヒルガオ科(か）） 発芽(はつが）・成長(せいちょう）から開花結実(けつじつ）までの継続観察(けいぞくかんさつ）の材料(ざいりょう）として，また，ふ入りの葉を利用(りよう）しての光合成(こうごうせい）の実験(じっけん）などに使われる。
あさやけ【朝焼け】,日の出のときに，東の空が赤くそまる現象(げんしょう）。日の出や日の入りのときは，日中にくらべて太陽光が大気の下層(かそう）をななめに長い距離(きょり）を通過(つうか）してくる。そのため，波長の短い青い光などは空気の分子によって散乱(さんらん）されてとどかず，波長の長い赤い光だけがとどくので，太陽やそのまわりの空が赤く見える。夕焼(ゆうや）け
あさり,のこぎりの刃先(はさき）をのこ身の左右に交互(こうご）にふりわけること。のこ身より広いひき溝(みぞ）をつくり，おがくずをはき出して材木(ざいもく）との摩擦(まさつ）を少なくし，のこ身の動きを軽くする。のこぎり
アシカ,海にすむ魚食性(せい）の哺乳類(ほにゅうるい）。世界に3亜種(あしゅ）がある。カリフォルニアアシカは北太平洋にすみ，日本近海にもあらわれることがある。ニホンアシカは日本海の竹(たけ）島付近(ふきん）に分布(ぶんぷ）していたが，現在(げんざい）では絶滅(ぜつめつ）したらしい。ガラパゴス諸島(しょとう）にはガラパゴスアシカがいる。前足・後ろ足はともにひれ状(じょう）となり，泳ぐときはおもに前足を使う。魚・イカ・タコを食べ，夜は岩の上でねむる。体長(たいちょう）：2m，体重：雄(おす）250kg，雌(めす）80kg。（哺乳類(ほにゅうるい） アザラシ目 アシカ科） 人になれやすく，よく芸(げい）をおぼえるので，動物園や水族館の人気者となっている。
アスパラガス,被子植物(ひししょくぶつ） キジカクシ目(もく）（クサスギカズラ目(もく）） キジカクシ科(か）の多年草で，キジカクシ属(ぞく）の総称(そうしょう）。自生種(しゅ）もあるが，ふつうは野菜(やさい）や観葉(かんよう）植物として栽培(さいばい）されるものをいう。（1）野菜(やさい）。18世紀(せいき）にオランダからつたえられたので，オランダキジカクシともいう。北海道(ほっかいどう）・長野(ながの）県に多く，茎(くき）が地上にあらわれる前にとりいれたもの（軟化栽培(なんかさいばい））をホワイト＝アスパラガス，地上に出て緑色になったものをグリーン＝アスパラガスという。（2）観葉(かんよう）植物。ふつう，葉と見えるのは枝(えだ）が葉状(ようじょう）になったもの。わりあい寒さに強く，半日陰(ひかげ）がよい。雌雄異株(しゆういしゅ）。高さ：60cm〜1．5m。原産地(げんさんち）：南アフリカ。
アスファルト,炭素(たんそ）と水素(すいそ）の化合物（炭化水素(すいそ）という）をおもな成分(せいぶん）とした黒色のつやのある固体(こたい）または半固体(こたい）。石油を蒸留(じょうりゅう）したとき，あとにのこるもので，ねばりがあり，ものにつきやすいので，砂(すな）とまぜ道路の舗装(ほそう）に使われる。 石油が天然(てんねん）に蒸発(じょうはつ）してできたアスファルトを天然(てんねん）アスファルトといい，紀元(きげん）前に発見され，エジプトでミイラがくさるのをふせいだり，防水剤(ぼうすいざい）などに用いられた。
アスベスト,繊維(せんい）状(じょう）になっている鉱物(こうぶつ）の総称(そうしょう）。熱(ねつ）や薬品に強くいろいろな用途(ようと）があったが，発がん性(せい）があることがわかり使用がやめられている。◇石綿(いしわた）のオランダ語。石綿(いしわた）
あせ【汗】,汗腺(かんせん）からでる分泌液(ぶんぴつえき）。水に少量(しょうりょう）の老廃物(ろうはいぶつ）や食塩(しょくえん）をふくんでいる。汗腺(かんせん）は皮膚(ひふ）に分布(ぶんぷ）し，とくに手のひら，足のうら，わきの下などに多い。汗(あせ）の分泌(ぶんぴつ）は老廃物(ろうはいぶつ）の排出(はいしゅつ）にも役だつが，それよりも汗(あせ）の蒸発(じょうはつ）で蒸発熱(じょうはつねつ）をうばうことによって体温を下げるので，気温の高いときの体温調節(ちょうせつ）という大きな役割(やくわり）をはたしている。
あたま【頭】,ふつう動物の身体のうち，脳(のう）や視聴覚器官(しちょうかくきかん）があるところをさす。広い意味では顔もふくまれるが，せまい意味では顔に対していう言葉で，ふつう眉根(まゆね）から眉(まゆ）・耳の達(たっ）する線より上および後部とされる。◇脳(のう）や目・耳・鼻などの感覚器官(かんかくきかん）は，頭骨(とうこつ）によって保護(ほご）されている。頭部(とうぶ）
あまぐも【雨雲】,雨をふらせる雲。ふつう，乱層雲(らんそううん）をいい，地上からは黒っぽく見える。この雲粒(うんりゅう）はかなり大きく，気象(きしょう）レーダーでもはっきり写しだされる。
あまのがわ【天の川】,全天を1周(しゅう）しているミルク色の帯(おび）。銀河(ぎんが）ともいわれる。ガリレイがはじめて望遠鏡(ぼうえんきょう）を向け，それが無数(むすう）の恒星(こうせい）の集まりであることを見いだした。天(あま）の川の幅(はば）は一様ではない。その中には多数の散光(さんこう）星雲があり，また暗黒星雲が流れのなかに点在(てんざい）したり，流れを2分したりしている。 天(あま）の川は，太陽系(けい）が銀河系(ぎんがけい）の円盤(えんばん）部にあるため，銀河系(ぎんがけい）の中の遠方の恒星(こうせい）が帯状(おびじょう）に集まって見えているもの。
アマリリス,鉢(はち）植え・切り花・花(か）だんに用いられる球根草花。現在(げんざい）つくられているのは，改良(かいりょう）をかさねた大輪丸弁種(たいりんまるべんしゅ）である。花は紅(べに）・オレンジ紅(べに）・ピンク・白色，ほかに白ふく輪(りん）・糸ふく輪(りん）などもある。高さ：30〜70cm。原産(げんさん）地：アンデス山脈(さんみゃく）・メキシコ・ブラジル。（被子植物(ひししょくぶつ） キジカクシ目(もく）（クサスギカズラ目(もく）） ヒガンバナ科(か））
アミノさん【アミノ酸】,アミノ基(き）（-NH2）とカルボキシル基(き）（-COOH）をもつ化合物の総称(そうしょう）で，H2N-CH・R-COOHと表される。Rの部分のちがいによって，アミノ酸(さん）の種類(しゅるい）がきまる。アミノ酸(さん）は，タンパク質(しつ）を構成(こうせい）する単位(たんい）となる物質(ぶっしつ）で，天然(てんねん）には約(やく）50種類(しゅるい）のアミノ酸(さん）がある。このうちメチオニン・バリンなど10種類(しゅるい）ほどは，他のアミノ酸(さん）で代用したり，体内でつくることができないので，必須(ひっす）アミノ酸(さん）（不可欠(ふかけつ）アミノ酸(さん））といわれている。
あめ【雨】,水滴(すいてき）が地上に落ちてくる現象(げんしょう），または落ちてくる水滴(すいてき）。直径(ちょっけい）は0．1〜4mm程度(ていど）であるが，ふつうの雨は1〜2mm程度(ていど）である。雨は，次のようなしくみでふると考えられている。〔氷晶説(ひょうしょうせつ）〕 厚(あつ）い雲の中の0℃以下(いか）の層(そう）では，過冷却(かれいきゃく）の水滴(すいてき）（0℃以下(いか）でもこおらない水滴(すいてき））と氷晶(ひょうしょう）（氷の粒(つぶ））とがまじっている。過冷却(かれいきゃく）の水滴(すいてき）からは蒸発(じょうはつ）がおこり，その水蒸気(すいじょうき）が氷晶(ひょうしょう）を成長(せいちょう）させる。成長(せいちょう）した氷晶(ひょうしょう）は，上昇(じょうしょう）する大気の力でささえきれなくなって落ちてくるが，途中(とちゅう）でまわりの水滴(すいてき）と衝突(しょうとつ）して大きくなる。大きくなった氷晶(ひょうしょう）は0℃以上(いじょう）の層(そう）まで落ちてくると，とけて水滴(すいてき）となり，地上に落ちてくる。このような考え方を「氷晶説(ひょうしょうせつ）」または「冷(つめ）たい雨」という。日本など中緯度(いど）や高緯度(いど）地方にふる雨は，この考え方で説明(せつめい）されている。〔併合説(へいごうせつ）〕 熱帯(ねったい）地方などでは，氷晶(ひょうしょう）のない水滴(すいてき）のみからなる厚(あつ）い雲から雨がふることがある。雲の中では，水滴(すいてき）と水滴(すいてき）が衝突(しょうとつ）して大きな水滴(すいてき）になり，この水滴(すいてき）が落ちてくる途中(とちゅう）でまわりの小さな水滴(すいてき）と衝突(しょうとつ）してさらに成長(せいちょう）し，地上に落ちてくる。このような考え方を「併合説(へいごうせつ）」または「暖(あたた）かい雨」という。 雨をもたらす雲は，おもに積乱雲(せきらんうん）と乱層雲(らんそううん）である。
アメーバ,代表的(だいひょうてき）な原生動物の一群(いちぐん）。形がかわりやすく種類(しゅるい）を分ける基準(きじゅん）が少ないので分類(ぶんるい）はむずかしい。大型種(おおがたしゅ）では体長0．6mmにもなる。あまり日あたりの強くない水のきれいな池や沼(ぬま）で，水草などを採集(さいしゅう）してくると見つかる。仮足(かそく）（擬足(ぎそく））をだして運動し，体内には核(かく）・収縮胞(しゅうしゅくほう）・食胞(しょくほう）などがある。（原生動物 根足虫類(るい） アメーバ目 アメーバ科）
アメフラシ,海底(かいてい）をはって生活するウミウシに似(に）た軟体(なんたい）動物。春から夏に，アオサの生えているような海岸に多く集まっている。外とう膜(まく）の右側(がわ）に紫(むらさき）色の液(えき）を出す腺(せん）があって，ふれると液(えき）を出すが毒(どく）ではない。雌雄(しゆう）同体。卵(らん）のうはややちぢれたそうめんのようで「海ぞうめん」とよばれている。体長(たいちょう）：約(やく）20cm。分布(ぶんぷ）：全国。（軟体(なんたい）動物 巻(ま）き貝類(るい） アメフラシ目 アメフラシ科）
アメンボ,アメンボ類(るい）のうち最(もっと）もふつうな種類(しゅるい）。春から秋にかけて池や沼(ぬま）・川に見られる。肉食性(せい）で水面に落ちた昆虫(こんちゅう）をとらえて，その体液(たいえき）をすうが，死んだ魚やカニに集まって体液(たいえき）をすうこともある。10〜11月(がつ）に，水際(みずぎわ）の雑草(ざっそう）間の越冬(えっとう）場所へ飛(と）びたつ。体長(たいちょう）：11〜17mm。見(み）られる時期(じき）：4〜10月(がつ）。分布(ぶんぷ）：日本全土(ぜんど）。（昆虫類(こんちゅうるい） カメムシ目(もく） アメンボ科(か））
アーモンド,アジア西部が原産(げんさん）の果樹(かじゅ）。モモに近い種類(しゅるい）の植物であるが，果肉(かにく）はうすくて食べられず，食用になるのは核(かく）の中の仁(じん）である。乾燥気候(かんそうきこう）をこのみ，地中海沿岸(えんがん）とカリフォルニアに多い。◇核(かく）の中の仁(じん）は油脂(ゆし）にとみ，ナッツとして製菓(せいか）その他に利用(りよう）される。（被子植物(ひししょくぶつ） バラ目(もく） バラ科(か））
アライグマ,水辺(みずべ）の森林やしげみにすむ動物。夜，岸辺(きしべ）に出て，カエル・魚・貝類(るい）をあさる。雑食性(ざっしょくせい）で，果実(かじつ）・木の実・鳥の卵(たまご）・小動物なども食べ，トウモロコシ畑をあらすこともある。巣(す）は木のほらにつくることが多く，木登りがたいへんうまい。アライグマが食物を水中につけて食べる理由は野生のときの習性の名残(ご）りと思われるが，いろいろの説(せつ）がある。ペットとして飼(か）われていたものが逃(に）げだし，野生化した例(れい）が各地(かくち）で知られている。体長(たいちょう）：42〜60cm。分布(ぶんぷ）：カナダから南アメリカ北部。（哺乳類(ほにゅうるい） ネコ目 アライグマ科）
アリクイ,おもにシロアリを食べる哺乳類(ほにゅうるい）。オオアリクイ・コアリクイ・オナガコアリクイ・ヒメアリクイの4種(しゅ）がある。いずれも中央・南アメリカだけに分布(ぶんぷ）する。大きくてがんじょうなつめをもった前足でシロアリの巣(す）をこわし，長い口先をさしこみ，細長い舌(した）でシロアリをなめとって食べる。歯は退化(たいか）してまったくない。オオアリクイは昼夜ともに活動するが，コアリクイは夜行性(せい）が強く，最(もっと）も小型(こがた）のヒメアリクイは完全(かんぜん）な夜行性(せい）である。（哺乳類(ほにゅうるい） アリクイ目 アリクイ科）
アルカリせい【アルカリ性】,水酸化(すいさんか）ナトリウムや水酸化(すいさんか）カルシウムなどをとかした水溶液(すいようえき）が示(しめ）す共通(きょうつう）の性質(せいしつ）をアルカリ性(せい）という。酸性(さんせい）〔アルカリ性(せい）の水溶液(すいようえき）の共通(きょうつう）の性質(せいしつ）〕（1）赤色リトマス紙を青色にかえる。（2）BTB溶液(ようえき）をくわえると青色になる。（3）フェノールフタレイン溶液(ようえき）をくわえると，赤色になる。〔アルカリ性(せい）のもとになるもの〕 アルカリを水にとかすと，電離(でんり）して水酸化(すいさんか）物イオンOH-ができる。この水酸化(すいさんか）物イオンがアルカリ性(せい）のもとになっている。（1）水酸化(すいさんか）ナトリウムの電離(でんり） NaOH → Na+ + OH-（2）水酸化(すいさんか）カルシウムの電離(でんり） Ca（OH）2 → Ca2+ + 2OH- pH(ピーエイチ）が7より大きいとき，その水溶液(すいようえき）はアルカリ性(せい）であるという。
アルコール,ふつうはエタノール（エチルアルコール）のことをいうが，一般(いっぱん）には炭化水素(すいそ）の水素(すいそ）原子Hを水酸基(すいさんき）OHでおきかえた構造(こうぞう）をもつ化合物をいう。ただしフェノールはのぞく。水酸基(すいさんき）の数や，水酸基(すいさんき）の結合(けつごう）している炭素(たんそ）原子がもっている水素(すいそ）原子の数などにより種類(しゅるい）が異(こと）なっている。◇アルコールという名は，アラビア語の「微粉末(びふんまつ）」よりとられた。それは微粉末(びふんまつ）をつくることのよび名が，酒を蒸留(じょうりゅう）することにも使われだしたことから，蒸留(じょうりゅう）物である酒もアルコールというようになった。エタノール
アレルギー,ある特定(とくてい）の物質(ぶっしつ）などを抗原(こうげん）としておこる抗原抗体反応(こうげんこうたいはんのう）。アレルギーの原因(げんいん）には，胞子(ほうし）・花粉(かふん）・粉(ふん）じん・獣毛(じゅうもう）・薬品・塗料(とりょう）・衣類(いるい）や牛乳(ぎゅうにゅう）・卵(たまご）・エビ・カニなどの食物や，細菌(さいきん）・太陽光線などがあり，発熱(はつねつ）・ぜん息・皮膚炎(ひふえん）・じんましんなどをおこす。
アロエ,アロエ属(ぞく）の総称(そうしょう）だが，そのうちの多肉植物のキダチアロエをさすことが多い。温室などで観葉(かんよう）植物として栽培(さいばい）するが，薬用にもなる。葉は厚(あつ）い剣状(けんじょう）でへりにするどいきょ歯（ぎざぎざの刻(きざ）み）がある。花は橙黄(とうおう）色。高さ：50cm〜2m。（被子植物(ひししょくぶつ） キジカクシ目(もく）（クサスギカズラ目(もく）） ススキノキ科(か）（ワスレナグサ科(か）））
アンモナイト,中生代にさかえたイカやタコに近い化石動物。アンモンガイ，菊石(きくいし）ともいう。軟体(なんたい）動物のうち，現生(げんせい）のイカ・タコ・オウムガイ・タコブネなどのなかまの頭足類(るい）である。同じ平面にらせん形にまいた石灰質(せっかいしつ）の殻(から）があって，内部はたくさんの部屋に分かれている。古生代のデボン紀(き）から中生代の終わりまでいた動物であるが，白亜紀(はくあき）には巨大(きょだい）化し，異常(いじょう）化した種類(しゅるい）が多く，その末期(まっき）には絶滅(ぜつめつ）する。巨大(きょだい）になったものは，直径(ちょっけい）が2mをこえるものがあり，異常(いじょう）化したものには，巻(ま）きがゆるんでのびてしまったものもある。 アンモナイトは中生代の重要(じゅうよう）な示準(しじゅん）化石である。
アンモニア,化学式 NH3，強い刺激臭(しげきしゅう）のある無色(むしょく）の気体。窒素(ちっそ）をふくむ有機(ゆうき）化合物が，熱(ねつ）や微生物(びせいぶつ）によって分解(ぶんかい）されるときにできる。実験(じっけん）室では塩化(えんか）アンモニウムと消石灰(しょうせっかい）との混合(こんごう）物を熱(ねっ）するか，アンモニア水を熱(ねっ）すると得(え）られる。工業的(こうぎょうてき）には，水素(すいそ）と窒素(ちっそ）との高圧触媒反応(こうあつしょくばいはんのう）の合成(ごうせい）による。圧縮(あっしゅく）すると容易(ようい）に無(む）色の液体(えきたい）になる。水によくとけ，0℃では水の体積(たいせき）の1176倍の量(りょう）がとけ，アルカリ性(せい）を示す。酸(さん）と化合し，アンモニウム塩(えん）をつくる。窒素肥料(ちっそひりょう）・硝酸(しょうさん）・尿素(にょうそ）などの製造原料(せいぞうげんりょう），試薬(しやく）合成(ごうせい）用，アンモニア水の原料(げんりょう），冷凍(れいとう）用寒剤(かんざい）などにもちいられる。◇粘膜(ねんまく）をいちじるしくおかすので，目・口・鼻などに直接(ちょくせつ）ふれないようにする。 発生した気体は水にたいへんとけやすいので，上方置換法(ちかんほう）で集める。
いえ【家＜作品＞】,島崎藤村(しまざきとうそん）の自伝的長編小説(じでんてきちょうへんしょうせつ）。1911（明治(めいじ）44）年刊(かん）。『破戒(はかい）』『春』につづく長編小説(ちょうへんしょうせつ）。新しい時代の波にもまれてほろんでゆく日本の古い「家」をえがいて，自然主義(しぜんしゅぎ）文学の傑作(けっさく）の1つとなった。
いえ【家＜倫理＞】,家族生活を行うために，社会の基礎的(きそてき）な単位(たんい）として，共同(きょうどう）生活をする集団(しゅうだん）。または家族制度(せいど）そのものをいう。「家」は，住まい・所帯(しょたい）・家族・家柄(いえがら）・屋号や一家の財産(ざいさん）など，いろいろな意味で使われる。
いえき【胃液】,胃壁(いへき）中にある胃腺(いせん）から分泌(ぶんぴつ）される消化液(えき）。ふくまれている消化酵素(こうそ）は，おもにペプシンで，タンパク質(しつ）をペプトンに分解(ぶんかい）する。また，胃酸(いさん）と，胃壁(いへき）の粘膜(ねんまく）をまもる粘液(ねんえき）もふくんでいる。胃酸(いさん）はおもに塩酸(えんさん）で，ペプシンの働(はたら）きを助け，食塊(しょっかい）（食べたもののかたまり）のくさるのをふせぐ。胃酸(いさん）が多すぎるものを胃酸過多症(いさんかたしょう）という。胃液(いえき）はふつう，無色透明(むしょくとうめい）のややねばりけのある酸性(さんせい）の液(えき）で，その分泌(ぶんぴつ）には神経(しんけい）やホルモンが関係(かんけい）している。 1日の分泌量(ぶんぴつりょう）は1．5Lほどになる。
いおう【硫黄】,元素(げんそ）記号S，原子番号16，原子量(りょう）32．1の非金属元素(ひきんぞくげんそ）。天然(てんねん）には，自然硫黄(しぜんいおう）・硫化(りゅうか）物・硫酸塩(りゅうさんえん）として産(さん）する。製法(せいほう）は，石油精製(せいせい）の副産物(ふくさんぶつ）を利用(りよう）して行われている。黄色のもろい結晶性(けっしょうせい）の固体(こたい）である。112．8℃で黄褐色(おうかっしょく）の液体(えきたい），200℃近くでは粘性(ねんせい）の高い褐色(かっしょく）の液体(えきたい）となり，さらに熱(ねっ）すると粘性(ねんせい）が小さくなり，444．6℃で沸騰(ふっとう）する。硫黄(いおう）は熱(ねつ）や電気の不良導体(ふりょうどうたい）である。水にとけない。◇硫酸(りゅうさん）・二硫化炭素(にりゅうかたんそ）・マッチ・黒色火薬・染料(せんりょう），ゴムの加硫(かりゅう），医薬・農薬・殺菌(さっきん）剤などの製造原料(せいぞうげんりょう）となる。 空気中で熱(ねっ）すると約(やく）190℃で発火し，二酸化硫黄(にさんかいおう）になる。
いけ【池】,あさいくぼ地に自然(しぜん）に水がたまったもの。または，人工的(じんこうてき）に水をためたもの。池は一般(いっぱん）に湖沼(こしょう）にくらべて，面積(めんせき）が小さく底(そこ）のあさいものをいうが，厳密(げんみつ）な意味での湖沼(こしょう）との区別(くべつ）はない。
いけばな【生け花】,茶の湯とならぶ日本特有(とくゆう）の芸術(げいじゅつ）。花道（華道(かどう））ともいう。仏前(ぶつぜん）に花をそなえることから始まったといわれる。室町(むろまち）時代には立花(りっか）とよばれて，観賞(かんしょう）用として公家や僧(そう）の間でさかんになった。江戸(えど）時代に生け花として普及(ふきゅう），流派(りゅうは）もふえた。◇現在(げんざい）も数ある流派(りゅうは）の中では，池坊(いけのぼう）が最(もっと）も古い。
いし【石】,(1)岩石の小さいかたまり。ふつうは「れき」のことをいう。広い意味では岩石や鉱物(こうぶつ），土木・建築(けんちく）用石材(せきざい），装飾(そうしょく）用の宝石(ほうせき）や飾(かざ）り石などもいう。(2)人間の体内にできるじん臓結石(ぞうけっせき）や胆石(たんせき）なども石とよぶ。
イソギンチャク,刺胞(しほう）動物 花虫類(るい） イソギンチャク目の動物をいう。すべて海産(かいさん）で，多くは他の動物や岩石上に着生，あるいは砂泥底(さでいてい）に体をうめてすんでいる。体はやわらかく，骨格(こっかく）はなく，筋肉(きんにく）が発達(はったつ）し一般(いっぱん）に円筒形(えんとうけい），その上に何本かの触手(しょくしゅ）をもっている。触手環(しょくしゅかん）のまん中には口が開き，刺胞(しほう）でまひさせた小魚などをとりいれる。消化した残(のこ）りのものは，同じ口から外へ排出(はいしゅつ）される。
