title,doc
税理士,税務に関する専門家として、税金を納める必要のある個人や企業から依頼を受けて払うべき税金の計算をし、その書類の作成や手続きを代行したり、税金に関する相談に応じる。税理士になるには、税理士試験に合格するか、弁護士、公認会計士の資格取得者で、日本税理士連合会の税理士名簿に登録することが必要。一般企業や会計事務所に勤務する人もいるが、個人や個人の資格のもとにスタッフを集めて事務所で仕事を受けることが多い。現在、6万7000人ほどの有資格者がおり、国家予算が税徴収によって担われる限り必要とされる職業である。税に関する法律や判例はつねに変化をするものであり、新しい情報や知識を日々収集する必要がある。
ソーシャルワーカー・ケースワーカー,福祉の分野でコーディネーター的な役割をする。身体上・精神上の障害のほか、さまざまな事情で日常生活をおくるのに困難がある人やその家族の相談にのり、助言や指導、援助などをする。勤務先は福祉事務所などの行政機関から企業、病院などさまざまである。公立施設で働く場合は、一般行政職の公務員試験に受かることが必要で、「生活指導員」「相談員」などと呼ばれる。また公立・私立にかかわらず、国家資格である社会福祉士を持っていることが就職の条件になりつつある。この資格を取得するにはさまざまなルートがあるが、福祉系の大学（4年制）で指定科目を勉強し、国家試験を受けるのが一般的。
大道芸人,路上や公園、歩行者天国などで、特別な芸を見せて、観客の投げ銭で収入を得る。戦後直後までは、南京玉すだれや猿回しなどの曲芸、ガマの油売り、バナナのたたき売りなどの口上売りがさかんに行われていたが、近年は路上風俗の規制が強化され、多くの自治体では禁止されている。
著作権エージェントで働く,日本の出版社が外国の書籍の翻訳出版をする場合に、その翻訳権を獲得する必要がある。著作権を持つ外国の著者、出版社と日本の出版社の仲立ちをするのが、著作権エージェント。翻訳書のトビラ裏には、Japanese translation rights arranged through ○○○○Agency（日本語翻訳権は○○○○エージェンシーを通じて獲得）と記載されているが、そのエージェンシーと呼ばれる会社に所属して活動することが多い。
彫刻家,石、木材、ブロンズや鉄などの金属、石膏などで彫刻をつくり、販売する。彫刻家への明確な道筋はないが、経験のある彫刻家に弟子入りしたり、美術大学の彫刻科に入って技術を学ぶ人が多い。彫刻に先駆けて必要になるのは、確かなデッサン力。はじめる時期が早ければ早いほどよく、若いうちから人物や動物、静物などをデッサンして力をつけるとよい。
調香師（ちょうこうし）,花や草、動物の分泌物などから抽出した香りをブレンドし、オリジナルな香りの香水やオーデコロンをつくり出していく。パフューマーとも呼ばれる。調香の専門コースが設けられている美容系の専門学校も数多くある。こうした専門学校や調香のスクールなどで知識と技術を習得し、化粧品メーカーなどに就職するケースがほとんどだ。
彫金師,金属を使って、アクセサリーや小物、建築物の装飾などを作る職人であり、アーティスト。シルバーを使った彫金が最近の主流だが、鏨（たがね）を使って模様を掘り出す日本伝統工芸としての彫金もある。美術・芸術系の専門学校や美大には彫金を専攻するコースがあり、歴史から技術、デザイン、マーケティングなどを総合的に学ぶことができる。あるいは学校ではなく、カルチャーセンターや彫金教室で学んだり、独学することも可能だ。ある程度の技術を身につけたら、彫金工房の採用試験を受けたり、先生のアシスタントとなる、あるいは独立開業する。またそのほかの職場として宝石店や美術館に勤める場合もある。独立を志すなら、コンテストなどに応募し、賞をもらうなど、一般的な評価を得るのがもっとも手っ取り早いだろう。
中学校・高校教師,中学・高校の教師は教科担任制で、教員資格も教科別になっている。そのため、教育学部でなくても、専門科目と教職の単位を修得すれば資格を取ることができる。教師になるには、公立の場合、各都道府県の教員採用試験に合格して採用を待つ。次年度の生徒数や退職教師の数が確定するまで待機が続き、欠員が生じて採用が決まる。少子化が強まるなか、教員採用数は激減しており、競争率は中学で40、50倍、高校で100倍を超すといわれている。30人学級が行われるなど大きな教育改革がないかぎり、厳しい状態が続くと見込まれる。私立の場合は小学校教師と同じく、各校独自の採用が行われる。一部の都県で私学協会の教員適性検査が実施されており、参考にされている。面接では、担当科目への愛着の強さが好感を呼ぶようだ。大学教授や卒業生に推薦や紹介をしてもらう場合も多い。近年は、公立、私立ともに、社会人の対象枠を拡大したり、スポーツや芸術分野で優れた人を採用するなど、個性豊かな資質を持った人を採用する傾向が強まっている。教育現場が荒廃するなかで、生徒との信頼関係を築く豊かな人間性が求められる。
地図編集者,どの範囲を取り込むのか、どの都市を拡大して紹介するのかなどを考えながら、地図の企画、制作を行う。地図は何代にもわたって作りかえられているものが多いため、定番の商品の中身を時代に合わせて変えていくことがほとんどという。実際に現地をくまなく歩いて地図の経年変化を確認する「実踏調査」という仕事もあるが、この場合フリーで仕事をしている個人に外注することがほとんど。
玩具（カルタ、凧、双六）,カルタは平安時代から存在する。もっともこのころのカルタは紙製ではなく、貝でできていた。貴族の遊びであった趣向をこらした貝に歌を詠み添える「貝合わせ」、主に武士に人気があったハマグリの貝を使ってトランプゲームの神経衰弱のように遊ぶ「貝覆い」などである。紙製のカルタが誕生したのは、16世紀に木版印刷の紙製南蛮カルタが広まってから。
ガラス製品,ガラスの製造を含む技術は江戸時代末から明治時代にかけて、ヨーロッパから入ってきた。産業として確立されたのはこのころのことである。ガラス工芸のなかでもっとも古い製品は、蜻蛉玉（とんぼだま）である。これは世界各地で作られていたガラス工芸の基礎ともいえるもので、今に残る最古の蜻蛉玉は、紀元前18世紀ごろのメソポタミアで作られている。日本で本格的なガラスの製造が始まったのは、江戸時代末から明治にかけて、ヨーロッパからさまざまな技法が伝わってきてから。このころから作られているもののなかでは、金剛砂でガラスの表面に彫刻を施す「切子（きりこ）」が有名である。産地：江戸切子（東京都）・大阪蜻蛉玉（大阪府）・肥前びーどろ（佐賀県）・薩摩切子（鹿児島県）など
楽器の先生,初心者からプロ志望者までを対象に、楽器の演奏や音楽理論を教える。ピアノやバイオリンなどの教室、音楽関係の大学や専門学校、楽器店や楽器メーカーのギターやベースやキーボードやパーカッションの教室などで教える。フリーでやっている人も多い。鍵盤楽器、弦楽器、管楽器などは、音楽大学や専門学校などで、専門教育を受けるのが不可欠。特に地方では、卒業大学のランクが生徒集めに影響する。演奏家を目指して活動を続けていた人が、途中から指導者の道を選ぶケースが多い。
楽器製作メーカーで働く,大手の楽器メーカーの場合、楽器製作は完全な分業だ。ピアノの鍵盤なら鍵盤だけを、機械を用いて製作することになる。職人的な世界とはまったく違っている。専門的な知識は就職後に身につけるため、とくに音楽の専門学校を卒業する必要はない。就職試験では専門知識よりも、将来、製作チームをまとめるためのリーダーシップがあるかを見られるようだ。しかし、実際の製作は海外で行っている場合もあり、全体的に採用は減っている。メーカーには企画部門、デザイン部門、設計部門などもあり、デザイン部門は美術大学や専門学校でデザインを学んだ人、コンピュータ時代なので、設計部門は工学部の大学院などで電子系の知識やソフトウェア技術を学んだ人が採用される傾向がある。自分がどの部門に進みたいのか、はっきりさせることが必要だ。また個人でバイオリンやチェロなどを趣味的に製作する人も増えている。
楽器職人,新作の楽器を製作し、そのかたわら修理や調律なども行うのが一般的。バイオリンの場合はオーケストラをメンテナンスの得意先に持つこともある。メインで製作している楽器に近い楽器も作る人もいる（バイオリンとビオラ、ギターとウクレレなど）。職人になるには、工房などに弟子入りするか、専門の学校で学ぶ。弟子入りにはすでにある程度の知識や技術を持っていることが望まれる場合もある。販売本数が多い有名な職人を先生にするほうが、独立してから先生の名前ではくがつくこともあり、後々有利になるといえる。ただし熱意と根気がなければ弟子入りはできない。また海外の学校に留学することもメリットがある。たとえばバイオリンの場合、イタリアのクレモナに専門学校がある。1本の楽器をすべて自分で作る自信がついたら、あるいは先生に一人前として認められて独立する。いずれにせよ技術の習得には時間がかかる。製作した楽器は、小売店や専門誌などに持ち込み、市場を開拓する。出荷本数を多くしたい場合は、日本の楽器販売は小売店や卸しに持ち込む。職人製作の楽器はメーカー製のものに比べ高い値段がつく。13歳はまず演奏家としてチャレンジすることを考えるべきだが、その楽器が好きで好きでたまらないが、演奏家になることを諦める場合には、困難な道ではあるが、ぜひおすすめしたい職業である。
楽器,和楽器、雅楽器と呼ばれる、日本古来からの芸能や祭事に用いられてきた楽器は、中国から伝来したものが多い。たとえば、三味線。これは中国の「三弦」という楽器をルーツとする。この三弦が16世紀半ばに沖縄経由で堺に伝わった。琵琶法師が奏でたため、琵琶の奏法の影響を受け、また本来の材料であるニシキヘビの皮の入手困難などから、長年にわたって改良を重ねた結果、今の三味線にたどりついたという。
ジャーナリスト,広い意味では報道に携わる人全般を指すこともあるし、狭い意味では報道でもマスコミには所属せずフリーランス的な活動をしている人を指すこともある。海外では非常にステイタスの高い職業だが、それは専門性を持っていると認められているから。政治、経済、軍事、科学、スポーツ、映画などとジャンルはさまざまだが、実績と経験がものをいう。
自動車整備士,整備工場やガソリンスタンド、ディーラーなどで、自動車の整備、点検、修理にあたる。整備士になるには、実務経験の後、国の検定試験に合格して資格を取得する方法と、養成施設（国土交通省指定の専門学校や工業高校や各都道府県の講習所）を修了し、民間の認定試験に合格して資格を取得する方法がある。資格は3級、2級、1級があり、2級整備士になると整備工場を営業できる。近年は技術が進み、自動車の構造・装置が複雑化しており、とりわけハイテク化された装置への高度な技術が必要とされている。このような専門知識を持った整備士が不足しているのが現状で、ニーズは高い。また、ハイブリッドカーをはじめ環境重視の社会に適応できる知識も求められ、自動車整備士の役割は変わりつつある。なかでも、これらの最新技術や知識を持つ1級整備士は、技術コンサルタントとして活躍することが期待されている。
自転車整備士,自転車の整備や修理、安全点検を行う。基本的には、販売店が自転車の修理も請け負っており、販売店員であることが多い。基礎として、自転車の構造を理解し、解体から組み立てまですべて1人でこなせる力が必要。子供たちが安全に通学できるよう自転車を点検してアドバイスを送るのも仕事なら、アスリートたちが持ち込むバイクをオーバーホールする、いわばピットの役割もはたす。
CG（Computer Graphics）・CGI（Computer Genarated Image）,たとえば爆発シーンなどで、撮影の後に、炎を大きく見せるように画面をコンピュータ処理する場合など、それをCGショットと呼ぶ。90年代半ばになって、CGとは、コンピュータでシミュレートしたヴァーチャルな映像を指すようになり、CGIと呼ばれるようになった。たとえば『ジュラシック・パーク』では、最初は模型を使ったストップモーション撮影（模型の恐竜を1コマずつ動かして撮影する）が考えられていたが、結局大半のシーンでCGIが使われることになり、複数の恐竜がいっせいに疾走するという、これまでにはあり得なかったシーンができた。CGI技術がさらに進歩して、コストがさらに下がると俳優をヴァーチャルに作り出すことができるという危機感から、ハリウッドの俳優組合の一部にはCGIのひんぱんな使用に反対する動きもある。ただ、たとえば生身の人間では危険すぎてできない演技をするCGスタントなどは、これからさらに増えていくと予想される。CGIの技術の基本は、日本の専門学校でも学ぶことができる。工学的なコンピュータ技術と、絵や彫刻の才能と、映画への深い理解が必要で、CG制作会社に入り、経験を積むのが一般的だが、ハリウッドを目指すのも有効な選択肢である。
CGクリエーター,CG（コンピュータグラフィックス）を使って、画像やイラスト、動画などを作り出す。どこにでもCGが使われている今、CGクリエーターの活躍の場は、映画やテレビ、テレビゲーム、CD-ROM、ウェブサイト、デザイン、イラスト、アニメーションのほか、建築、機械設計、工芸デザイン、科学研究のシミュレーションなど幅広い。大学や専門学校でデザインまたはCGデザインコースを専攻し、卒業後、映像関連や出版関連の制作プロダクション、広告代理店、テレビ局などに勤務するのが一般的。忙しいときには、何日も徹夜作業が続くので、体力と持続力、集中力が必要。CGを使いこなす技術力と同様に、発想力も不可欠だ。またつくりたいものを追求していくと、デザインだけでなくプログラミングまで手がけるようになることもあるとか。関連資格としてはCG検定。3級は初心者レベル、2級は1年ほどの経験者、1級が取れればプロ並みと認められる。
森林官,全国の国有林の保護管理の最前線である森林事務所に勤務し、自分の足で国有林を歩きパトロールを行い、国有林を守り育てるための調査、管理を行う。森林官は国家公務員であることから、公務員試験に合格し、林野庁か森林管理局に採用されなければならない。日々の手入れだけでなく、5カ年計画で行われる伐採場所を決めるのも森林官の仕事であり、木や森に関してエキスパートであることが要求される。
診療放射線技師,病院など医療施設で、レントゲンやCTスキャン、MRIなどの医療機器を操作する。医師の指示に従って、治療に必要な患部の映像を撮影する。エックス線などの放射線は、扱い方によっては人体に大きな危険をおよぼすため、専門的な知識と、それに裏付けられた確かな技術が不可欠となる。また最近では医療機器もコンピュータ化が進み、操作法もより複雑に、高度になってきている。新しい技術や医療機器にすぐに対応できるだけの適応力や好奇心、向学心なども必要だ。診療放射線技師になるためには、養成コースをもつ専門学校や大学などを卒業し、国家試験を受験しなければならない。試験に合格した後、診療放射線技師を募集している医療機関に就職するのが一般的だ。
心療内科医,心身症やパニック障害、軽症の抑うつ症、摂食障害、PTSD（心的外傷後ストレス障害）などの「こころの病気」を診療し、治療にあたる医師。精神科とちがい、主にからだに症状が出る心身症を対象にしている。こうした病気の原因として、患者が受ける社会的なストレスなどが考えられるため、患者のからだだけでなく、心理や社会面などもあわせて考慮しながら診断・治療にあたる。
神父・牧師,キリスト教の聖職者で、神父はカトリックの、牧師はプロテスタントの聖職者を指す。神父は司祭とも呼ばれ、ローマ・カトリック教会に配属で毎日ミサを執り行う。教会での管理・運営などすべての責任を持ち、信者の悩みを聞くこと（懺悔聴聞）も大切な仕事。さらに、聖書の研究や布教活動、冠婚葬祭の儀式もする。
新聞記者,新聞社に就職すると、研修を受けてから地方支局に5年ほど配属になる。地方支局にいる間に、警察回りから始まり、地方でさまざまな分野の事件を担当することによって、記者の基本を身につけるとともに、自分の進路を明確にする。その後、本人の希望や適性によって、政治部、経済部、国際部、社会部、文化部など専門の部署に配属される。記事は基本的に割り振られた担当分野を一人で書くが、チームで取材をして記事を書く場合もある。どの分野に配属されても、記事を書くためには、丁寧な取材を根気よくすることが必要不可欠。社会部の記者の場合、自分が記事を書くことによって、少しでも悲惨な事件や事故を減らすことができれば、よりよい社会になる手助けができればという思いで、毎日取材を続け記事を書いているという。このように好奇心が強いだけではなく、正義感や責任感、バランス感覚がある人でなくては記者の仕事はつとまらない。情報が必要とされる限り、必要とされる仕事である。
審判員,現在スポーツの審判でフルタイムの仕事として成立しているのはプロ野球、相撲、一部の格闘技、そして競馬や競輪で判定に関わる仕事、など。プロ野球の場合、セ・パ両リーグがそれぞれ不定期で募集している。それ以外の多くのスポーツでは基本的には無給に近く、大きな大会などになると必要に応じて日当が支払われるという形をとる。
鍼灸師（しんきゅうし）,はり師ときゅう師のことだが、同じ人が施療することがほとんどであるため、鍼灸師と呼ばれる。民間療法として伝承されている東洋医学のひとつで、鍼療法は金属の細い針を経穴（ツボ）に刺して刺激を加え、血液の流れをよくし、筋肉をやわらげたり、神経を鎮めたりする。灸療法は薬草の艾（モグサ）を燃焼させ、その熱気で体調の回復を図る。いずれも施術には国家資格が必要で、専門学校などで3年間授業を受け、東洋療法研修試験財団の行う試験に合格し、鍼灸師として登録する。医療機関に就職するか開業するかで、医療機関では医師の指示のもとで施術する。神経痛、リウマチ、五十肩、腰痛症、頚腕症候群などの慢性疼痛疾患の場合にかぎって、健康保険がきく。西洋医学の体系にはないものの、スポーツ選手が治療に利用することも多く、動物の治療にも利用されるなど、治療法として見直されている。
書道家,書道家として生きるには、師匠につき、古典から筆の運び方や文字のなり立ちを学び、書を展覧会に出展しながら、所属する流派のなかで地位を築いていく。ただ、著名な師匠につくのは簡単ではなく、まずは身近に基本をしっかり教えてくれる先生を見つけ、そこで実力をつけてから、師匠のもとに作品を持ち込むなどして認めてもらうことだ。プロの書道家として立っていける人は限られており、大学の書道学科を卒業して教員免許を取り、中学や高校の書道科教師として生計を立てる人、教室を開いて書道を教える人も多い。文部科学省認定の日本書写技能検定協会が行っている毛筆書写技能検定の1級を取得すると、教えるときに役立つ。ほかに、筆耕を並行して行う人もいる。いずれにせよ、基本を押さえた上で、自分の書を組み立てていく力が必要とされる。
植物園職員,植物園もただたくさんの植物を育てているだけではなく、最近ではそれぞれの特色を売り物にするようになった。バラ、サボテン、ハーブなどの専門の植物園、昆虫や動物などの生態系を見ることができる熱帯植物園や湿地園などさまざまな施設がある。植物園での仕事は、栽培、施設の管理・維持、植物の管理に分かれており、そうした仕事をしたい場合は、緑・花文化の知識認定試験の1、2級程度の基本的な知識を持っていることが必要。
醤油職人,蒸した大豆と種麹を混ぜてもろみをつくり、醗酵させてからしぼると醤油のでき上がりだ。スーパーに並ぶ醤油は大手メーカーのものがほとんどだが、中小の蔵元も全国に1300社ほどあり、土地の味が今も残っている。大手メーカーでの製造は機械化されているから、醤油職人になりたいのなら、蔵元に就職するのがよい。
照明,コンサートの内容、曲目などに合わせて、舞台監督と相談しながら、照明プランを作り、照明機材のセッティングと操作を行う。照明専門会社やコンサート制作会社に所属する人と、フリーがいる。ライブコンサートに限らず、オペラ、演劇、ファッションショー、レビュー、テーマパークのイベントなど、カバーする仕事の範囲は広い。光と影および色の明るさと強さに関する感覚、コミュニケーションスキル、電気的な知識、体力などが必要。舞台照明のカリキュラムがある専門学校もあるが、照明会社でアルバイトをしながら、経験を積んでプロになるのが一般的。日本照明家協会が行う技能検定制度があるが、現場ではほとんど役に立たない。ただし、公共の施設の照明管理責任者になる場合は、その資格取得が条件となることがある。
神祇（じんぎ）調度装束・慶弔用具,神祇調度装束とは、神社の道具・家具や衣装のこと。神主が身につける狩衣や衣冠束帯、神社にある狛犬（こまいぬ）や神道の結婚式に使われる道具、お神輿（みこし）などが含まれる。職人は衣装と建築を含む調度工芸に分かれている。慶弔用品には、たとえば水引き細工がある。これは平安時代には髪を結ぶためのものであった。室町時代に贈物用のヒモが生まれ、今もその様式が受け継がれているという。
助産師,正常なお産の場合に、医師の監督なしに出産を介助する。お産の経過にリスクがある場合には、産婦人科医の協力を得る。仕事はお産のときだけでなく、妊娠、出産、産後にまで及ぶ。妊娠中には安心なお産ができるようにアドバイスを行い、異常を発見した場合には医療機関に連絡する。陣痛がはじまると、お産の進み具合を見ながら必要な介助をしていく。産婦と赤ちゃんが持つ自然なメカニズムを尊重するため、できるだけ自発的なお産を心がける。そして出産後の母親と赤ちゃんのケアも行っている。助産師になるためには、看護師養成機関で3年間の看護課程を修了し、さらに1年間の助産課程を学んだ上で、助産師国家試験に合格しなければならない。仕事場は、病院や助産院、地域の保健センター、個人営業など。最近では助産師の手で自然分娩したいと願う産婦が増えており、助産師の仕事にも再びスポットがあたっている。
助監督,監督助手・助監督は、おもに映画監督の補佐をする。1つの作品に、3人から4人、大作になるともっと多い場合もある。チーフ（第1助監督）は、おもに撮影スケジュールを作り、エキストラの演出をしたり、各スタッフ間の調整役などを受け持つ。セカンド（第2助監督）は、小道具係をやったり、エキストラを動かしたりする。
樹木医,天然記念物に指定されているような巨樹、名木、老木から、公園や植物園、街路、個人庭園などの樹木を診断、治療を行う。病んだ樹木の治療に数年かけることも少なくない。樹齢1000年ほどの老木を再生するために、処方箋をつくり、重機を使い、数年かけて移植をするような大がかりな作業の指揮をとる場合もある。今にも死にそうだった老木が見事に再生したときの感激は大きい。いたずらに延命させずに、樹木の最期を見取ることもある。樹木そのものの治療ばかりでなく、植樹のバランスや剪定の仕方、土壌の管理など、周囲の環境への配慮も必要。樹木医は日本緑化センターが商標登録している名前なので、樹木医と名のりたければ同センターの研修を受けて資格を取得する必要がある。ただし研修のための試験は、樹木に関する業務経験が通算して7年以上なくては受けることができない。有資格者は樹木医登録者名簿に登録されており、この名簿が仕事の発注に活用されている。以前は、樹木管理や造園業などの多くは男性が行っていたが、樹木医の資格ができてから女性の進出が増えている。
塾講師,国公立の学校が「ゆとり教育」を導入し、人間形成に重点をおくようになったため、その分、親たちの受験勉強への期待は進学塾に向く傾向にある。塾講師は今までの受験の出題傾向を分析し、能率よく生徒に受験対策を伝授していく。また生徒の学力に応じて進学のアドバイスをする。子供たちとの触れ合いに喜びを見いだすこともあるが、本分は進学のエキスパート。
ジュエリーデザイナー,指輪、ブレスレット、イヤリングなど、おもにアクセサリーのデザインを手がける。まず、宝石デザイン学校で基本を習得するのが一般的。美術系の大学を出た人でも、卒業後こうした学校に入ることが多い。その後、宝石加工会社に就職し、働きながらデパート、宝石店、ホテルの催事など、その売り場に応じたデザインを学び、技術とセンスを磨く。経験を積んでからフリーになり、デパートの宝飾部などと契約し、客のリクエストに応じた宝石のデザインを行う人もいる。その場合の収入は、デザイン料とそのほかに「加工料」としてデザイン料の3倍ほどの金額を得る。完成品に客が満足することが、この上ない喜びだが、綿密に打ち合わせしても、デザイン画だけでは完成品をイメージさせることがむずかしく、返品されることもある。きわめて細かい作業の連続なので、おおざっぱな性格の人は向いていない。また、宝石は贅沢品の代表であるため、利益は常に景気に左右される。現在は、不況の影響で宝石加工会社などの求人は非常に少なくなっている。また、イタリアなどの宝石専門学校に海外留学をする人も増えているが、ただヨーロッパの人たちと日本人では、体格、肌の色、ファッション、アクセサリーの好みなどが違うため、海外で習得した技術やセンスがそのまま日本に応用できるわけではない。
獣医師,病気やケガをした動物の治療、予防注射などをする動物専門の医師。牛や馬、豚、ニワトリなどの畜産動物や、犬や猫、小鳥などの小動物の診療にあたる。活躍の場は広く、開業獣医師や都道府県などの職員、農協などの家畜診療所のほかに、動物園や水族館、競馬厩舎、また、大学や製薬会社、ペットフード会社などで試験・研究をする人もいる。獣医師になるには、大学で6年間の獣医学の課程を修めて卒業したうえで、獣医師国家試験に合格し、農林水産省に免許申請手続きを行い、獣医師名簿に登録され、獣医師免許を得る。大学では牛や豚などを中心に扱うので、ペットを診る獣医師になりたい場合は、まず動物病院に就職するといい。動物好きというのが必要最低条件であるが、言葉で病状や苦痛を訴えることができない動物が相手なので、知識やスキルのほかに動物の気持ちになって診断できる洞察力が不可欠。今後、少子高齢化社会のなかでペットを心のよりどころにする人たちがさらに増えていくと予想され、獣医師はより必要な存在になるだろう。また、品種改良や病気防止などの研究を行う獣医師も社会的に重要な役割を果たしていくだろう。
消防官,日本の消防組織は、国の機関である消防庁と、地方自治体の消防本部や消防署、さらには消防団からなる。消防団はふだん別の仕事をしている人がいざというときに駆けつけるもので、大半の消防活動は自治体に置かれた消防本部や消防署が行っている。消防活動ですぐ思い浮かぶのが火災の消火と救急車の出動。これ以外には各種の災害対策や救助（レスキュー）、火災・災害予防のための指導や規制、防災のための広報活動などがその主な仕事である。採用は各自治体ごとに行われる。東京消防庁の例でいうと、募集は大学卒業程度を対象としたI類、短大卒程度のII類、高卒程度のIII類、さらに法律や建築、電気、化学などの専門知識がある人を対象にした専門系、という4つに分けて行われる。採用試験に合格すると、全員が消防学校に入学する。期間は専門系とIII類が9カ月、II類とI類は1年で有給。ここで消防の基礎知識、技術、体力などを身につけるとともに、消防活動を行ううえで必要な国家資格も取得する。消防学校を卒業すると各消防署に配属され、一定の実務経験を積んで「救急の仕事がしたい」「消防車の運転をしたい」などといった希望を出すと、勤務の実績などを考慮されたうえで、今度は専門の研修を受けることになる。専門家を養成する研修は、化学、医学、外国語、ヘリコプターの操縦など、全部で80種類以上あるという。
