title,doc
土星,太陽系の第六番惑星（だいろくばんわくせい）。内側から数えて6番目の惑星という意味だ。ふつう同じ形をしたものは、大きさが2倍になると重さは8倍（2×2×2）になり、大きさが9倍になれば重さは729倍（9×9×9）にもなるものだが、土星は大きさが地球の9.5倍あるのに、重さは95倍しかない。大きさの割にはひじょうに軽い惑星だ。太陽系で木星についで2番目に大きな惑星である。土星は環（わ）があることで有名。環の正体は数cm～数十cmの氷や岩石の粒子だと推定されている。惑星の環は、昔は土星にだけあるものと考えられていたが、今日では木星、天王星（てんのうせい）、海王星（かいおうせい）にも環があることがNASAの惑星探査機（わくせいたんさき）ボイジャーによって発見、確認されている。また、土星本体には木星ほどはっきりしたものではないが複数のしま模様がある。土星の平均密度は惑星のなかでいちばん軽く、比重が0.69で水より軽い。土星の衛星は2012年7月現在で62個発見されている。最大のものはタイタンで、その大気の主成分は窒素（ちっそ）であるが、これは他の衛星にはない特徴であり、生命存在の可能性があると考える人もいる。
日本からは見えない南の星座,天の南極（北極星の反対側）の周辺にある星座は日本から見ることができない。しかし、オーストラリアなど南半球の地域では、一年中どの季節でも見ることができるポピュラーな星座たちだ。はちぶんぎ座、くじゃく座、ふうちょう座、みずへび座、みなみのさんかく座、はえ座、カメレオン座、テーブルさん座、とびうお座。
木星,太陽系の第五番惑星（だいごばんわくせい）。内側から数えて5番目の惑星という意味だ。太陽系最大の惑星であり、英語名のJupiter（ジュピター）はローマ神話の最高神（さいこうしん）のことで、ギリシャ神話のゼウスにあたる。大きさは地球の11倍、重さは320倍。ガスでできた巨大な惑星だ。木星より外側の惑星は、内側の惑星に比べて直径は極端（きょくたん）に大きいが比重（ひじゅう）は小さい。木星の比重は1.33で重さは比較的軽い。それはこれらの木星型惑星の大部分がガスで形作られているからだ。木星の表面はアンモニアやメタンの厚い雲におおわれていて、帯のような模様がたくさん見える。また、南半球の中緯度帯（ちゅういどたい）には、地球2個分に匹敵（ひってき）する大きさをもった赤い斑点がある。これを「大赤斑」という。木星には2012年7月現在で66個の衛星（えいせい）が発見されている。そのなかで、18世紀の天文学者であるガリレオ・ガリレイによって発見されたイオ、エウロパ、ガニメデ、カリストの4個の衛星は、双眼鏡などを使って地球からかんたんに見ることができる。
オレンジ,ミカン科カンキツ属の果実。バレンシアオレンジ、ネーブルオレンジ、日本産の福原オレンジなどが一般にオレンジといわれているものです。日本に輸入されるオレンジの多くはバレンシアオレンジで、アメリカ産のものです。果実の形は球形、長球形で、大きさは直径7～8cmぐらいになり、重さは200～300gぐらい。果皮はあざやかなオレンジ色で、調理のかおりづけにも使われますが、少し厚みがあるため、むきにくいのが難点です。果肉はやわらかく酸味がありますが、甘味も強く、かおりがよいので、風味がよく、人気のある果物です。
オクラ,アオイ科の一年草。今から100年ぐらい前にアメリカから入ってきましたが、日本で食べられはじめたのは最近です。長さ5～8cmの若いさやを食べます。花が咲いた後の実です。西洋では生のままマヨネーズなどをかけて食べますが、少しくさみがあるので、食べられない人は、ゆでてサラダやあえもの、バター炒めにして食べるとよいでしょう。ななめ切りや輪切りにすると、切り口がきれいな形になります。おつゆやサラダの中に入れると、料理がひきたちます。
えんどう,マメ科の一～二年草。豆（種）が未熟なえんどうをさやごと食べるさやえんどう、さやの中でふくらんだ未熟な豆であるグリーンピース、成熟させた豆を乾燥させてから食べる実えんどうがあります。えんどうには、みどり色の青えんどう、みつ豆に入っている赤茶色の赤えんどうなどがあります。さいばいの歴史は古く、ヨーロッパ、中国でさいばいされていたものが品種改良され、現在に至っています。品種も多く、手のひらにのせた時にキュッキュッと絹糸に似た音がするので、その名前がついたさやの小さいキヌサヤ、さやと未熟な豆をいっしょに食べるスナップエンドウなどがあります。
えび,イセエビ科のいせえび、クルマエビ科のくるまえび、シバエビ科のしばえびなど、いろいろなえびが食べられています。えびは、遊泳型のくるまえび、こえび類と歩行型のいせえび類にわかれます。くるまえび類は、食用えび類の中で最高級品で、味も姿もよく、7～8cmを「さいまき」、18cm～20cmを「まき」、25cm以上を「大車」といいます。近年、東南アジアで養殖された輸入品のブラックタイガーが多く出回っています。さくらえびなどのこえび類は、多産する種類が少ないこと、小型で、深く、冷たい海にすむため、養殖されていません。いせえび類は、昔から武勇と長寿の象徴とされ、慶事には欠かせません。
冥王星,かつては、太陽系の第九番惑星（だいきゅうばんわくせい）とされていた。大きさは地球の約6分の1、重さも500分の1と、月よりも小さく、岩石でできた惑星。英語名のPluto（プルートー）は、発見者トンボーがいた天文台の創設者で、新惑星さがしに大きく貢献したパーシバル・ローエルの頭文字から取られたものだが、ギリシャ神話の死者の世界の王であるプルートの意味もあわせもっている。プルートはギリシャ語でハーデス。ローエルやピッカリングによって計算で予測された位置にもとづいて、惑星さがしが行われ、1930年にアメリカ・ローエル天文台のトンボーによって発見された。冥王星は他の8つの惑星とはいちじるしく異なった特徴をもっている。他の8つの惑星がほぼ同一の平面を公転しているのに対して、冥王星の公転面は17度傾いている。また他の8つの惑星の公転軌道がほぼ円に近いのに比べて、かなりいびつなだ円形をしている。さらに、冥王星は惑星としてはひじょうに小さく、質量は月の6分の1 とむしろ小惑星に近い。以上のことから、2006年に惑星の新たな定義（ていぎ）が取り決められた時に冥王星は惑星から外され、準惑星という新しいカテゴリーに入った。2006年にはNASAの探査機ニュー・ホライズンズが打ち上げられ、2015年に到着して初の冥王星探査を行う。
南の地方の星座,日本の本州のあたりで南の地平線ぎりぎりに見えている星座も、もっと南の地方、たとえば沖縄あたりでは、もっと空の高いところに見えるようになる。そして、南西諸島や沖縄では、本州では見えない「みなみじゅうじ座」つまり「南十字星」が、南の水平線の上に姿をあらわす。沖縄の方が観察しやすくなる星座は、次のとおり。らしんばん座、とも座、ほ座、りゅうこつ座、みなみじゅうじ座、ケンタウルス座、おおかみ座、インディアン座、ぼうえんきょう座、さいだん座、じょうぎ座、コンパス座、がか座、かじき座、レチクル座、ほうおう座、きょしちょう座、とけい座。
みなみのさんかく座,三角定規の星座。天の南極（北極星の反対側）の近くにある星座のひとつ。明るい3つの星(2等、3等、3等)が正三角形を形作っている。日本で見える「さんかく座」よりやや大きい。
みなみのかんむり座,星空に2つある冠（かんむり）の形をした星座のうちの1つ。もう1つは「かんむり座」。「いて座」の目印である「南斗六星」（なんとろくせい）の下に半円形に星が並んでいるのが「みなみのかんむり座」である。明るい星のない星座なので、星がよく見える場所でなければ、なかなか見つからない。
みなみのうお座,みずがめの水を飲む魚の星座。「みずがめ座」からこぼれ落ちる水を飲んでいる。「みなみのうお座」の口の位置にある1等星フォーマルハウトは、秋の星座の中でただ1つの明るい1等星。
みなみじゅうじ座,「南十字星（みなみじゅうじせい）」のこと。南国の風物詩（ふうぶつし）として親しまれている十字の星座。1等星3つと2等星1つがよく目立つ。日本では沖縄くらいの南の地方で、1月から6月までの間であれば、南の水平線近くに見つけられる。「みなみじゅうじ座」の近くに、もうひとつ十字形の星があり、よく南十字星とまちがえられるが、この星の正体は「ほ座」の南側の2等星2つと「りゅうこつ座」の2等星2つだ。
オーロラ,星空に赤や緑色の光がくり返し現れ、明るさを変えながら動いて見えるのが「オーロラ」だ。オーロラは、カナダや北極のような北の地方や、南極でよく見られる。日本でもごくまれに、北の空が赤くなるオーロラが観察されることがある。オーロラは、地球の大気の中で起きている現象だ。太陽から吹き出した粒子（りゅうし）が地球にぶつかると、地球の磁場（じば）にそって北や南に曲がりながら動き、北極や南極の上空で大気に飛び込んでくるときに光って見える。太陽の表面で大きなフレア（＝爆発）が起こると、いつもより多くの粒子が吹き出す。数日後にその粒子が地球に到着すると、各地でいつもより大きなオーロラが見られるようになる。
コンパス座,文房具のコンパスの星座。「おおかみ座」のさらに南側にある。本州の中央部ではまったく見えず、沖縄や小笠原などの南の地域でも、夏の地平線近くに半分くらいしか見えない。2つの4等星と1つの3等星が細長い三角を形作っている。
コンパス＝方位磁石,コンパスは、方角を知るための道具です。たとえば「南の空にさそり座が出ている」とわかっていても、南がどちらなのかがわからなければ、星座をさがすのがたいへんです。コンパスを使って、東西南北の方角を確かめておきましょう。▽北極星を使って方角を知るには星座をさがすのになれてくると、はじめての場所でも、星座をたよりに北の方角をさがすことができるようになります。まず、星空をぐるりと見わたして、7つの星がスプーンの形にならんだ「北斗七星（ほくとしちせい）」か、5つの星がWの形にならんだ「カシオペヤ座」をさがします。「北斗七星」が見つかったときは、スプーンの先の2つの星をむすんだ線を、5倍の長さにのばすと、そこに北の方角の目印「北極星（ほっきょくせい）」が見つかります。「カシオペヤ座」が見つかったときは、Wの字のまん中から線をのばしていくと、おなじように「北極星」が見つかります。「北極星」は北の方角の目印の星で、一年中、どんな日付けや時間でも、ちょうど北の方角で光っています。北極星に向かって立って、右手の方角が東、左が西、北極星のちょうど反対がわが南の方角になります。
こと座,楽器のたてごとの星座。夏の空の高いところでもっとも明るく輝いている星が「こと座」のベガである。日本ではベガは七夕のおりひめ星として有名だ。ベガのわきに平行四辺形のように並んでいる4つの星とあわせて「こと座」になる。「こと座」のベガ、「わし座」のアルタイル、「はくちょう座」のデネブを結んだ三角形を「夏の大三角」という。
コップ座,ワインを入れるさかづきの星座。「おとめ座」の下（南）に位置し、「からす座」の右（西）どなりにある星座。いちばん明るい星は4等星で、暗い星が集まってコップというよりは優勝カップのような形を作っている。
ポンプ座,18世紀に使われていた真空ポンプの星座。「うみへび座」をはさんで「コップ座」の反対側にある。南の空低くにしか見えないうえ、いちばん明るい星でも4等星なので探すのはむずかしい。真空ポンプは、この星座が作られた18世紀には最新の科学実験装置であった。
ぼうえんきょう座,望遠鏡（ぼうえんきょう）の星座。沖縄や小笠原のような南の地域で、夏の夜空に、南の空の地平線のあたりに見える。3等星から5等星の星でできた星座で目印はとくにない。
北極星,常に北の空にあって動かない明るい星（2等星）。地上からみるとほかの星はこの北極星を中心に回転しているように見える。北極星が動かないのは、北極星が天球上の北極の位置にあるからだ。北極星の名前もここから来ている。「こぐま座」に属している。
星の明るさ/等級,星の明るさを示すのに「等級（とうきゅう）」という単位を使う。もともとは、空に見える星を明るさのちがいで6つに分類したことから始まり、いちばん明るい星を「1等星」、目に見えるぎりぎりの暗い星を「6等星」としていた。現在ではもっとこまかく、それぞれの星ごとに明るさが等級で分類されている。恒星（こうせい）のなかでもっとも明るい「おおいぬ座」のシリウスは、マイナス1.44等級、「こと座」のベガは0.03等級となっている、数字が小さいほど明るく、マイナスがつくともっと明るいことを示している。等級が1.0変わると明るさは2.5倍増して、1等級と6等級では100倍違うことになる。惑星のように明るさが変わるものは、そのときそのときの明るさを等級で示す。金星は、もっとも明るくなったときは、マイナス4.3等級まで明るくなる。これはシリウス（マイナス1.44等級）の16倍も明るいということだ。
ほ座,かつてあった大きな船を表す星座「アルゴ座」が4つに分かれてできた新しい星座の1つ。そのため、帆（ほ）という船に関係した名前がついている。3月中旬の午後9時ごろが見ごろで、「らしんばん座」のやや下（南）に見える。
こじし座,「しし座」の半分くらいの小さなライオンの星座。「しし座」のすぐ上にあり、4等から5等の星がま横に4つ並んでいるのでわかりやすい。
こぐま座,「おおぐま座」に比べてとても小さい子グマの星座。子グマのシッポの先にある星が北極星。「こぐま座」は一年中、北の空で見つけることができる。春の晩の場合は、北極星から上の方に小さなひしゃくの形に並んだ「こぐま座」が見つかる。夏の晩は北極星の左側（西側）、秋の晩は下側、冬の晩は右側（東側）に「こぐま座」が見つけられる。
こぎつね座,小さなキツネの星座。「はくちょう座」と「わし座」の間にある星座で、白鳥のクチバシの近くにある4等星がこぎつねの頭で、白鳥のつばさにそって星が並んでいる。
こうま座,ペガススの弟の子馬の星座。「ペガスス座」の頭のすぐ横にはもうひとつの馬の頭がある。この頭の部分が「こうま座」だ。
光年（こうねん）,宇宙には、光よりも速く進めるものはない。光は、1秒で30万キロメートル（地球を七周半）も移動することができる。その光ですら、天体の間を動くのに何年もかかるほど宇宙は広いので、距離を表すのに「光年」という言葉を使う。1光年は、光が1年間に進む距離で、9.5兆キロメートルである。太陽にいちばん近い恒星は、「ケンタウルス座」のプロクシマ・ケンタウリで、約4.1光年のところにある。
恒星（こうせい）,自ら光を出している星のことを「恒星」という。それぞれの恒星は「核融合反応（かくゆうごうはんのう）」によって生まれたエネルギーで光っている。恒星は大きく分けて、生まれたばかりで青白く光りかがやいているもの、太陽のように黄色く光っているもの、年老いて赤く光っているものがある。青白い星ほど温度が高く、赤い星は温度が低い。「オリオン座」の星を見ると、赤いベテルギウスや、青白いリゲルの色のちがいがわかる。星座になっている星はすべて恒星である。太陽も恒星の1つである。星が光の点にしか見えないのは、太陽とくらべてあまりにも遠いところにあるためだ。太陽をのぞいたすべての恒星のうち、地球からいちばん近いのは、「ケンタウルス座」のプロクシマ・ケンタウリで、距離は4.1光年。光の速度でも4.1年もかかるほど遠くだが、それがもっとも地球に近いというのだから、宇宙の広さにはおどろかされるだろう。ちなみに太陽から地球までは光の速度だと約8分で到着してしまう。
こいぬ座,小さな犬の星座。「こいぬ座」をさがすには1等星のプロキオンを見つければよい。「オリオン座」のベテルギウス、「おおいぬ座」のシリウスを線で結んで左側に正三角形をつくると、もうひとつの角の位置にあるのが、プロキオンである。この三角形を「冬の大三角」という。
月食を見るときは,月食は、もちろん目で見ても、月がはしから欠けていくようすがわかります。双眼鏡（そうがんきょう）を使えば、月が大きく見えるので、おもしろいでしょう。月食の始まりから終わりまでは、何時間もかかります。何回かに分けて、月の形がどんなふうにかわっていくか、観察するとよいでしょう。
月食（げっしょく）,月の満ち欠けとは別に、満月がはしの方から暗く欠けはじめ、やがて全部暗くなって見えるのが「月食」だ。地球の半分には、いつも太陽の光があたっているので昼になる。地球の反対がわでは太陽の光があたらないので夜になる。そして宇宙空間では、地球の太陽と反対がわに、地球のカゲができて長くのびている。月は太陽の光を反射して光っている。太陽と地球と月がまっすぐならぶ満月（まんげつ）のとき、月が地球のカゲの中に入ると、月が欠けて見える「月食」が起こる。満月は1か月に1回起こるが、しかし月食はめったに起こらない。これは、地球が太陽のまわりを回る面と月が地球のまわりを回る面がずれているため、満月になっても、月が地球のカゲの上の方か、下の方を通りすぎてしまい、めったに月が地球のカゲの中に入らないからだ。地球のカゲの大きさは、月よりも大きい。月が完全に地球のカゲの中に入ると、月全体が暗くなる「皆既月食（かいきげっしょく）」となる。月の一部分だけがカゲをかすめていくと、月の一部分だけが暗くなる「部分月食（ぶぶんげっしょく）」となる。
けんびきょう座,顕微鏡（けんびきょう）の星座。秋の夜、南の空の地平線近くにしかあらわれず、もっとも明るい星でも4.7等級と暗いので、さがすのがむずかしい。「やぎ座」の下（南）をさがすといい。
ケンタウルス座,半人半馬の姿をしたケンタウルスの星座。本州の中央部では春から初夏にかけて、南の地平線上に、「ケンタウルス座」の上半身が見える。いちばん明るいのは、アルファ・ケンタウリとベータ・ケンタウリという1等星で、ケンタウルスの前足の星である。「ケンタウルス座」の前後の足の間に「みなみじゅうじ座」がはさまれている。
ケフェウス座,古代エチオピアの王ケフェウスの星座。秋に観察しやすいので秋の星座に入れられているが、北の空の北極星（ほっきょくせい）に近いところに一年中見られる。「カシオペヤ座」のとなりなので「カシオペヤ座」を探してから、そのとなりに野球のホームベース状の五角形を目印に探すことができる。ケフェウスの妻は「カシオペヤ」王妃、娘は「アンドロメダ」姫で、親子3人それぞれが星座になって並んでいる
オリオン座,狩人オリオンの星座。たくさんの人が名前を知っていて、実際に見つけ出すことができる星座の代表。冬の夜に南の空にすぐ見つけ出すことができる。星座の中央の3つの星がオリオンの腰のあたりで、その周りを囲む4つの星がオリオンの体だ。東側の赤い1等星をベテルギウスといい、「おおいぬ座」のシリウス、「こいぬ座」のプロキオンと「冬の大三角」を形づくる。べテルギウスは「冬の大六角」の中心の星でもあり、「オリオン座」の反対側の角にある青っぽい1等星リゲルは冬の大六角の角のひとつである。
おひつじ座,ギリシア神話に出てくる、空飛ぶ金色の羊の星座。「秋の四辺形」と「おうし座」の間に、2つの明るい2等星が見つかる。これが「おひつじ座」の目印だ。この2つの2等星がひつじの頭の位置で、そこからすばる（M45プレアデス星団）に向かって、ひつじの体が横たわっている。
おとめ座,背中につばさをもった農業の女神の星座。すべての星座の中で2番目に大きい。午後9時ごろに南の空に見える白い1等星が「おとめ座」のスピカである。北斗七星から「春の大曲線」をたどって見つけることもできる。スピカ以外に明るい星はないが、「しし座」のすぐ左（東）に「おとめ座」の頭、「うしかい座」のアルクトゥールスの下（南）に足がある。
みずへび座,みずへびの星座。天の南極（北極星の反対側）の近くにある星座のひとつ。3つの3等星が作る三角形が目を引く。
みずがめ座,水がめをかついだ少年の星座。「秋の四辺形」の対角線を右下にのばしたところにある三矢の形をした星の並びが目印だ。ここが水がめの口でその右側に少年の体があり、左下にこぼれた水の流れがある。水の流れは「みなみのうお座」の口の星である1等星フォーマルハウトまでつながっている。
北斗七星,北の空にひしゃく形に並んでいる7つの星のこと。星座ではないが、昔から北斗七星として親しまれてきた。北斗七星のひしゃくの先端の2つの星を結んだ線をひしゃくの開いた方向へ５倍伸ばしたところにある明るい星が「北極星（ほっきょくせい）」である。「おおぐま座」の胴体からしっぽの部分にあたる。英語名のBig dipper（ビッグ・ディッパー）は、大きなさじ（大きなスプーン）という意味。
ほうおう座,伝説の不死鳥（ふしちょう）フェニックスの星座。秋から冬にかけて南の空の地平線近くに見える。沖縄や小笠原などの南の地域では星座の全体が見える。
ペルセウス座,ギリシア神話で大活躍する勇者ペルセウスの星座。「アンドロメダ座」の足の先に、2等星アルゲニブを含む複雑な並び方をした星の集まりが見つかる。これが「ペルセウス座」の中心部で、この星を中心にいくつもの3～4等星が並んでいる。毎年8月の12日、13日ごろにたくさんの流星が出現するが、この流星群の放射点（ほうしゃてん）が「ペルセウス座」の近く（「カシオペヤ座」との境界）になるので、この流星群を「ペルセウス座流星群」とよぶ。
ペガスス座,つばさをもった馬＝天馬の星座。秋の夜空で高いところを探すと、4つの星が四角に並んでいるのが見つかる。これが「ぺガスス座」の胴体になっている星だ。天馬ペガススの姿は上下逆さになっていて、たとえば「ペガスス座」が南の高いところに見えているとき、4つの星の右上には馬の足が、右下には頭がある。4つの星は「秋の四辺形」ともよばれる。また、4つの星のうちの1つアルフェラッツは、「アンドロメダ座」に含まれている。
ヘルクレス座,勇者ヘルクレスの星座。夏の夜空で目立つ、東の「こと座」のベガ、西の「うしかい座」のアルクトゥールスという2つの明るい星のちょうど中間あたりに、6つの星が「H」の形に並んでいる。これが「ヘルクレス座」の中心部分である。
へびつかい座,大きなヘビをだきかかえたヘビ使いの星座。「さそり座」の上に大きな将棋（しょうぎ）のこまのような形に星が並んでいるのが見つかったら、それが「へびつかい座」だ。将棋のこまの頂点にある星が2等星のラス・アルハゲ。アラビア語で「へびつかいの頭」という意味だ。両手にかかえたヘビは、「へび座」という別の星座に分けられている。
へび座,「へびつかい座」にかかえられたヘビの星座。「さそり座」の上にある「へびつかい座」の左右両側に広がる星座だ。3等級から5等級の星がヘビの体をあらわしている。
ブラックホール,地球上では私たちは引力（いんりょく）によって地面に向かって引っ張られている。もしもっと重くて、密度（みつど）の大きな星の上に行けば引力はさらに強くなる。あまりに星の重さと密度が大きければ、光さえも引力で星から離れられず、つまり何でも吸い込むようになる。これをブラックホールと呼ぶ。光も飲み込むブラックホールは、外からは決して見ることができないので、謎（なぞ）が多い。重い恒星（こうせい）が「超新星爆発（ちょうしんせいばくはつ）」を起こした後に、ブラックホールが誕生するといわれている。また、銀河系（ぎんがけい）や系外銀河（けいがいぎんが）の中心には、とてつもなく巨大なブラックホールが発見されている。
冬の大六角（だいろっかく）,「オリオン座」の赤い1等星ベテルギウスを中心にして、「おおいぬ座」のシリウス、「こいぬ座」のプロキオン、「ふたご座」のカストルとポルックス、「ぎょしゃ座」のカペラ、「おうし座」のアルデバラン、「オリオン座」のリゲルがつくる6つの角をつないでできる六角形のこと。
冬の大三角（だいさんかく）,冬の南の空にかがやく「オリオン座」の赤い1等星ベテルギウス、その左下の星空の中でいちばん明るい「おおいぬ座」のシリウス、そして、ベテルギウスの左にある「こいぬ座」の1等星プロキオン、この3つの星が作る三角形のこと。
冬の星座,オリオン座、おおいぬ座、こいぬ座、いっかくじゅう座、エリダヌス座、ちょうこくぐ座、ろ座、おうし座、ぎょしゃ座、ふたご座、やまねこ座、きりん座、うさぎ座、はと座、などがある。12月～2月ごろには、これらの星座は午後7時から11時の間に南と東の空と、北の方角の高いところに見えている星座たちで、夜、長い時間にわたって観察することができる。
ふたご座,ふたごの兄弟の星座。「オリオン座」の左に、同じくらいの明るさの星が2つ並んでいるのが見えたら、それが「ふたご座」のカストルとポルックスだ。この2つの星がふたごの頭で、そこから「オリオン座」に向かう星々がふたごの体を形作っている。ポルックスは「冬の大六角」の星のひとつ。毎年12月の12日、13日ごろにたくさんの流星（りゅうせい）が出現するが、この流星群（りゅうせいぐん）の放射点（ほうしゃてん）が「ふたご座」のカストル（アルファ星）の近くになるので、この流星群を「ふたご座アルファ流星群」とよぶ。
ふうちょう座,ジャングルにすむ美しい鳥、極楽鳥（ごくらくちょう）の一種である、ふうちょうの星座。天の南極（北極星の反対側）から10度しか離れていないので、南半球では一年中見える。ただし、3つの4等星のほかはもっと暗い星なので、位置がわからないと見つけるのはむずかしい。
フィールドスコープ,フィールドスコープは、小型の望遠鏡（ぼうえんきょう）です。双眼鏡（そうがんきょう）を片方だけにしたような形をしています。フィールドスコープは、バードウォッチングによく使われています。フィールドスコープは、双眼鏡と同じように中にプリズムが入っていて、のぞいて見たときに、風景の上下左右が正しく見えます。天体望遠鏡では、上下さかさになったり、左右ぎゃくになったりします。また、フィールドスコープは、天体望遠鏡と同じように「アイピース」をとりかえることができるので、倍率（ばいりつ）を変えることができます。双眼鏡では倍率を変えられません。双眼鏡と天体望遠鏡の両方のいいところをもっているので、フィールドスコープはさまざまな使い方ができます。なお、フィールドスコープは、専用の三脚（さんきゃく）にとり付けて使います。注意：フィールドスコープは、太陽がかんぜんにしずんでからお使いください。フィールドスコープを太陽の方向へはぜったいに向けないでください。
